"","tissue","sample","technology","gene","totalUMI","totalCells","p","ci.low","ci.high","z","pval","qval","bias","xchr"
"4865","Hippocampus","Mouse 3","Slide-seq","Spp1",1101,762,0.664173087420933,0.6310940479184,0.695716125556078,9.40397564277922,2.62697318571715e-21,3.4808462586031e-20,"maternal",FALSE
"4866","Hippocampus","Mouse 3","Slide-seq","Sppl3",472,421,0.433656827806462,0.38618023698629,0.482383229321681,-2.71770023815637,0.00328686824923869,0.00853847838573633,"low_bias",FALSE
"4867","Hippocampus","Mouse 3","Slide-seq","Spsb2",161,142,0.644271531515195,0.560893529553753,0.719728631029184,3.40214700215369,0.000334293323138638,0.00107930122434895,"maternal",FALSE
"4868","Hippocampus","Mouse 3","Slide-seq","Sptan1",6083,4651,0.432887192909361,0.418968208550421,0.446912916489536,-9.48828708363892,1.17430853615778e-21,1.58434441409764e-20,"low_bias",FALSE
"4869","Hippocampus","Mouse 3","Slide-seq","Sptb",1124,976,0.572036051854701,0.540401633376771,0.603092296925822,4.52660395872059,2.99695597510126e-06,1.33090976790736e-05,"low_bias",FALSE
"4870","Hippocampus","Mouse 3","Slide-seq","Sptbn1",12182,9024,0.521446363022747,0.511402730735802,0.531472686153934,4.26850531601562,9.83935693922423e-06,4.07630501767861e-05,"low_bias",FALSE
"4871","Hippocampus","Mouse 3","Slide-seq","Sqstm1",20464,13200,0.475066263914756,0.467021002737455,0.483124489068219,-6.18256998384893,3.15331684497858e-10,2.1289460621152e-09,"low_bias",FALSE
"4872","Hippocampus","Mouse 3","Slide-seq","Sra1",2309,1861,0.457737326898681,0.434937899504435,0.480715153866985,-3.67273263681798,0.000119985259958001,0.000422358480949353,"low_bias",FALSE
"4873","Hippocampus","Mouse 3","Slide-seq","Srd5a3",390,320,0.60642124169109,0.5510780961307,0.65916148288366,3.804295676466,7.11041185012672e-05,0.000260066185667337,"maternal",FALSE
"4874","Hippocampus","Mouse 3","Slide-seq","Srebf1",904,812,0.551462451140576,0.516523604403378,0.585900624630308,2.94143740582828,0.00163346430475103,0.00455080363056962,"low_bias",FALSE
"4875","Hippocampus","Mouse 3","Slide-seq","Srek1",606,513,0.408063868150297,0.36605608483611,0.451459324850188,-4.1983902562355,1.34409536837426e-05,5.44927022730439e-05,"low_bias",FALSE
"4876","Hippocampus","Mouse 3","Slide-seq","Srgap2",851,711,0.436247766198661,0.399636874021466,0.473567006947065,-3.40569733131449,0.00032997650077397,0.00106747856483012,"low_bias",FALSE
"4877","Hippocampus","Mouse 3","Slide-seq","Sri",2487,2061,0.55090237835193,0.529147922410253,0.572463824749245,4.66513606648202,1.54206445128807e-06,7.10360837396637e-06,"low_bias",FALSE
"4878","Hippocampus","Mouse 3","Slide-seq","Srp72",3459,2758,0.537722449773283,0.518892116640691,0.556445776462045,4.00084296669089,3.15586174079007e-05,0.00012153647129347,"low_bias",FALSE
"4879","Hippocampus","Mouse 3","Slide-seq","Srp9",3477,2911,0.455432906842659,0.437222593801589,0.473763184997348,-4.85061509461372,6.15395942208876e-07,2.97410294424177e-06,"low_bias",FALSE
"4880","Hippocampus","Mouse 3","Slide-seq","Srpk1",419,387,0.417115161867582,0.368063099381641,0.467864506590067,-3.25026208434201,0.00057649348708651,0.0017701000098975,"low_bias",FALSE
"4881","Hippocampus","Mouse 3","Slide-seq","Srpk2",2850,2423,0.533797939559205,0.513907995517919,0.55358100364652,3.3954862756372,0.000342534041700686,0.00110372080103554,"low_bias",FALSE
"4882","Hippocampus","Mouse 3","Slide-seq","Srprb",842,687,0.551064388444163,0.513032334097704,0.588508553347426,2.68233712357734,0.00365548715442113,0.00936747321426976,"low_bias",FALSE
"4883","Hippocampus","Mouse 3","Slide-seq","Srrm1",1207,1046,0.572109630096731,0.541561125866866,0.602118070770047,4.69115293451241,1.35834900469423e-06,6.31082442374758e-06,"low_bias",FALSE
"4884","Hippocampus","Mouse 3","Slide-seq","Srsf1",1311,1151,NA,NA,NA,NA,NA,NA,"paternal",FALSE
"4885","Hippocampus","Mouse 3","Slide-seq","Srsf10",379,351,0.385922192642043,0.335745857463603,0.438645409954293,-4.26477239688333,1.00053040262666e-05,4.14084421076926e-05,"paternal",FALSE
"4886","Hippocampus","Mouse 3","Slide-seq","Srsf2",161,157,0.608759618701729,0.529691732955392,0.682502403760595,2.73582217756568,0.0031112320539915,0.008126099361531,"maternal",FALSE
"4887","Hippocampus","Mouse 3","Slide-seq","Srsf6",588,540,0.561273910398924,0.518434353047865,0.603219204276128,2.85500236847991,0.00215182539912626,0.00585287889769023,"low_bias",FALSE
"4888","Hippocampus","Mouse 3","Slide-seq","Srsf7",1132,999,0.424700495250314,0.393843987100369,0.456155247458829,-4.75432613007463,9.95547040157254e-07,4.68942938164246e-06,"low_bias",FALSE
"4889","Hippocampus","Mouse 3","Slide-seq","Srsf9",377,350,0.277329875385847,0.232255531118706,0.327421260646799,-8.0525558809435,4.05413487184089e-16,4.14518758728123e-15,"paternal",FALSE
"4890","Hippocampus","Mouse 3","Slide-seq","Ss18l1",823,708,0.549687276416355,0.512579739536239,0.586250125750541,2.67521287144722,0.00373409070090746,0.00954189561671211,"low_bias",FALSE
"4891","Hippocampus","Mouse 3","Slide-seq","Ss18l2",1127,1029,0.577557931815177,0.546679937803392,0.607841430252772,4.98451025939055,3.10594749820706e-07,1.56140445175135e-06,"low_bias",FALSE
"4892","Hippocampus","Mouse 3","Slide-seq","Ssbp2",1714,1332,0.552759323001921,0.525729808841047,0.579480556293034,3.89329917673195,4.94450352561203e-05,0.000184998894537247,"low_bias",FALSE
"4893","Hippocampus","Mouse 3","Slide-seq","Ssbp4",1963,1759,0.406418228039113,0.383462513856067,0.429790191539428,-7.88452211463226,1.57870745408385e-15,1.55373031924267e-14,"low_bias",FALSE
"4894","Hippocampus","Mouse 3","Slide-seq","Sspn",338,285,0.384375178513492,0.328692315122151,0.443262487344927,-3.8753112458883,5.32442492556278e-05,0.000198122094604617,"paternal",FALSE
"4895","Hippocampus","Mouse 3","Slide-seq","Ssr1",2451,1973,0.568952911085963,0.546852421825981,0.590782118077258,6.19466108125363,2.92052890402259e-10,1.97978010602345e-09,"low_bias",FALSE
"4896","Hippocampus","Mouse 3","Slide-seq","Sst",6781,3676,0.589009275930185,0.574732510579819,0.603137709251545,12.2645252077407,7.02165108292481e-35,1.53815684609554e-33,"low_bias",FALSE
"4897","Hippocampus","Mouse 3","Slide-seq","St18",333,283,0.401526682171029,0.345303664862271,0.460465546321379,-3.31706317646095,0.00045484521941664,0.00141958394983769,"low_bias",FALSE
"4898","Hippocampus","Mouse 3","Slide-seq","St3gal4",701,615,0.562440258743073,0.522723126513881,0.601372749949161,3.13611215088615,0.000856018600259865,0.00252742593243393,"low_bias",FALSE
"4899","Hippocampus","Mouse 3","Slide-seq","St3gal5",3599,2964,0.452884128219993,0.434959120679806,0.470932168361831,-5.20572347186859,9.66211169689148e-08,5.18003606697162e-07,"low_bias",FALSE
"4900","Hippocampus","Mouse 3","Slide-seq","St6gal1",425,355,0.397168081948581,0.346704098260094,0.449918698413919,-3.85869720662018,5.69965322583324e-05,0.000211030919020909,"paternal",FALSE
"4901","Hippocampus","Mouse 3","Slide-seq","St6galnac3",206,178,0.400905097908426,0.331608920563123,0.474404033749821,-2.6849329007148,0.00362721843155228,0.00932435425827115,"low_bias",FALSE
"4902","Hippocampus","Mouse 3","Slide-seq","St6galnac4",247,216,0.337943926387674,0.276892002073151,0.404919235885932,-4.67869252540076,1.44355002378386e-06,6.67242719444962e-06,"paternal",FALSE
"4903","Hippocampus","Mouse 3","Slide-seq","St6galnac5",4592,3153,0.477131641965959,0.460281793781897,0.494033702114561,-2.70536373444882,0.00341148173327355,0.00882825171306642,"low_bias",FALSE
"4904","Hippocampus","Mouse 3","Slide-seq","Stam",799,708,0.431350195571092,0.395082900979529,0.468368995204972,-3.69317895414364,0.000110734028501282,0.000393533187203205,"low_bias",FALSE
"4905","Hippocampus","Mouse 3","Slide-seq","Stambpl1",235,219,0.694051300790519,0.628249245869947,0.75278914231551,5.56444626388292,1.31493075027882e-08,7.67027250108957e-08,"maternal",FALSE
"4906","Hippocampus","Mouse 3","Slide-seq","Stard3nl",422,381,0.331811427664247,0.287669811908013,0.379121423175197,-6.77232983369917,6.33624089837712e-12,4.91752638865477e-11,"paternal",FALSE
"4907","Hippocampus","Mouse 3","Slide-seq","Stat3",238,225,0.364459281058668,0.302988583271999,0.430695034877836,-4.01422624784825,2.98205590975793e-05,0.000115607866834526,"paternal",FALSE
"4908","Hippocampus","Mouse 3","Slide-seq","Stau1",836,754,0.558532090542189,0.522303105383648,0.594148467690579,3.22344346854257,0.000633296482024183,0.00192636544681414,"low_bias",FALSE
"4909","Hippocampus","Mouse 3","Slide-seq","Stk25",1658,1469,0.727101464094312,0.703875272561197,0.749155155236825,17.1704642234152,2.2093591946591e-66,8.69761742863623e-65,"maternal",FALSE
"4910","Hippocampus","Mouse 3","Slide-seq","Stk38l",641,551,0.436497755972951,0.39483664827558,0.47907476214642,-2.97588838841965,0.00146070581874099,0.00413308740170844,"low_bias",FALSE
"4911","Hippocampus","Mouse 3","Slide-seq","Stmn1",68985,30606,0.425529244197687,0.420776493205739,0.430295798014637,-30.8267499169785,5.74114292219675e-209,7.66960224147235e-207,"low_bias",FALSE
"4912","Hippocampus","Mouse 3","Slide-seq","Stmn4",8858,6873,0.516560568259642,0.505071851863838,0.528031805370011,2.88250568003038,0.00197263011479583,0.00540880309739946,"low_bias",FALSE
"4913","Hippocampus","Mouse 3","Slide-seq","Stx6",866,777,0.548443074057195,0.512669256003875,0.583723136251934,2.70549659854959,0.00341011733693818,0.00882752419908172,"low_bias",FALSE
"4914","Hippocampus","Mouse 3","Slide-seq","Stxbp4",335,283,0.36238045454222,0.307485210879631,0.421116511851123,-4.57795944253887,2.34766848853016e-06,1.06048506169802e-05,"paternal",FALSE
"4915","Hippocampus","Mouse 3","Slide-seq","Stxbp6",757,657,0.40249719113616,0.365371488570009,0.440775201098988,-5.03100900609516,2.43952612840585e-07,1.24325818764098e-06,"low_bias",FALSE
"4916","Hippocampus","Mouse 3","Slide-seq","Sub1",26276,15856,0.487763134582134,0.480512019487769,0.495019403606901,-3.37238492536033,0.000372601098569594,0.00118885135170071,"low_bias",FALSE
"4917","Hippocampus","Mouse 3","Slide-seq","Suclg1",398,381,0.412087350303699,0.362728513217291,0.463279986208103,-3.41350954967395,0.000320659554527167,0.00103981484673374,"low_bias",FALSE
"4918","Hippocampus","Mouse 3","Slide-seq","Sumf1",826,699,0.555650555222725,0.517957631550846,0.592713718405676,2.94762202841806,0.00160114168373119,0.00447759216908904,"low_bias",FALSE
"4919","Hippocampus","Mouse 3","Slide-seq","Sumf2",260,237,0.332695489030127,0.275020244088193,0.395861591865625,-5.09381171405791,1.75467650509047e-07,9.12498968728925e-07,"paternal",FALSE
"4920","Hippocampus","Mouse 3","Slide-seq","Supt4a",1748,1564,0.457143597112251,0.43223941596774,0.482263853213748,-3.40720370230143,0.000328160623631737,0.00106244772426501,"low_bias",FALSE
"4921","Hippocampus","Mouse 3","Slide-seq","Supt7l",316,287,0.765744174726596,0.712789131393518,0.811517341512712,8.59951445093207,4.00270315696659e-18,4.58762700789321e-17,"maternal",FALSE
"4922","Hippocampus","Mouse 3","Slide-seq","Surf4",407,368,0.406406919487961,0.356450153661783,0.458378253606122,-3.57452777020066,0.000175430286979874,0.000599908270498949,"low_bias",FALSE
"4923","Hippocampus","Mouse 3","Slide-seq","Surf6",843,669,0.601177545757701,0.562968683413881,0.638192760409724,5.22254381468311,8.82408906631296e-08,4.74011218202929e-07,"maternal",FALSE
"4924","Hippocampus","Mouse 3","Slide-seq","Susd4",2849,2364,0.44918998573305,0.429082874572206,0.469464532668788,-4.99556937009576,2.93312158237743e-07,1.48367521879539e-06,"low_bias",FALSE
"4925","Hippocampus","Mouse 3","Slide-seq","Suz12",362,334,0.621798298137434,0.567951328675231,0.67280049003138,4.44531909718949,4.38807521579273e-06,1.90508390695232e-05,"maternal",FALSE
"4926","Hippocampus","Mouse 3","Slide-seq","Svip",620,551,0.327114976880295,0.288668529010175,0.368032655414261,-7.98755179021629,6.88224188301308e-16,6.92387519810785e-15,"paternal",FALSE
"4927","Hippocampus","Mouse 3","Slide-seq","Syap1",265,250,0.996000400559588,0.986305714996694,0.998839935712576,8.89522184802107,2.91513552372878e-19,3.5668827902201e-18,"maternal",TRUE
"4928","Hippocampus","Mouse 3","Slide-seq","Syn2",3843,2921,0.470954092529738,0.453373480507378,0.488607063928961,-3.28874426227803,0.000503177093536611,0.00155908370160831,"low_bias",FALSE
"4929","Hippocampus","Mouse 3","Slide-seq","Syndig1",828,711,0.568099933534674,0.530825556136689,0.604618705217811,3.63907685487633,0.000136808569001132,0.000474809637474543,"low_bias",FALSE
"4930","Hippocampus","Mouse 3","Slide-seq","Synj1",949,844,0.40830740159928,0.375307455003978,0.442155209210682,-5.35510121135158,4.27542698011167e-08,2.36527185749695e-07,"low_bias",FALSE
"4931","Hippocampus","Mouse 3","Slide-seq","Synm",285,247,0.152961550058407,0.113226818647286,0.203441378503476,-9.87523604151181,2.66536536989538e-23,3.920588880736e-22,"paternal",FALSE
"4932","Hippocampus","Mouse 3","Slide-seq","Synpo2",1896,1548,0.440929115164137,0.416303049988041,0.465849293179879,-4.72063784680856,1.1755310630622e-06,5.49908302691956e-06,"low_bias",FALSE
"4933","Hippocampus","Mouse 3","Slide-seq","Synrg",2619,2344,0.311097709279981,0.292433218971025,0.330397201141628,-17.944988482696,2.62607367776598e-72,1.10880178238938e-70,"paternal",FALSE
"4934","Hippocampus","Mouse 3","Slide-seq","Syp",5086,4236,0.963041288894677,0.957333721747354,0.968010854236604,43.6008965641217,0,0,"maternal",TRUE
"4935","Hippocampus","Mouse 3","Slide-seq","Syt1",7409,5443,0.567299568243108,0.554723486380271,0.579789521255182,10.6071980350938,1.37949490803043e-26,2.32743354151966e-25,"low_bias",FALSE
"4936","Hippocampus","Mouse 3","Slide-seq","Syt11",11632,8141,0.483678147799646,0.473433709750948,0.493936322493982,-3.18163769149484,0.000732224461394926,0.00219694298082005,"low_bias",FALSE
"4937","Hippocampus","Mouse 3","Slide-seq","Syt13",5708,4378,0.444754905720267,0.43023768646844,0.459367035677126,-7.52218123466656,2.69349191124906e-14,2.4524319089127e-13,"low_bias",FALSE
"4938","Hippocampus","Mouse 3","Slide-seq","Syt17",909,751,0.56731122530425,0.531205947727532,0.602715457146981,3.71327738954706,0.000102296214702778,0.000366422792796896,"low_bias",FALSE
"4939","Hippocampus","Mouse 3","Slide-seq","Syt2",338,271,0.735183211533153,0.67975880675236,0.784062450012536,7.60814728142626,1.39026441655518e-14,1.29329506056029e-13,"maternal",FALSE
"4940","Hippocampus","Mouse 3","Slide-seq","Syt4",5452,4009,0.449041251598978,0.43402753153783,0.464148407707074,-6.71826272073588,9.19519510012938e-12,7.05571043982621e-11,"low_bias",FALSE
"4941","Hippocampus","Mouse 3","Slide-seq","Syt5",2007,1655,0.671420206856552,0.648168840104664,0.693860727987058,13.7935812742863,1.39289786234462e-43,3.75851810604182e-42,"maternal",FALSE
"4942","Hippocampus","Mouse 3","Slide-seq","Tab2",1003,889,0.544388554179075,0.511041884744076,0.577341900587957,2.66007209241256,0.00390619637330711,0.00993805627414289,"low_bias",FALSE
"4943","Hippocampus","Mouse 3","Slide-seq","Tab3",271,235,0.995924262268224,0.973359649019693,0.999388456211166,5.78712857449,3.57998875660912e-09,2.17711405803043e-08,"maternal",TRUE
"4944","Hippocampus","Mouse 3","Slide-seq","Tac2",2057,1164,0.582530010262278,0.557360277923742,0.607276977709576,6.48739896185303,4.36654330091403e-11,3.22601644235253e-10,"low_bias",FALSE
"4945","Hippocampus","Mouse 3","Slide-seq","Taco1",168,150,0.706686460174238,0.627249676144812,0.775259960676386,4.90009833622733,4.78943496165784e-07,2.34127807453808e-06,"maternal",FALSE
"4946","Hippocampus","Mouse 3","Slide-seq","Taf11",332,276,0.147549481089993,0.119295581456684,0.181118868127876,-14.3082663450799,9.71483591344377e-47,2.82736420923762e-45,"paternal",FALSE
"4947","Hippocampus","Mouse 3","Slide-seq","Taf13",2438,1946,0.612135748099515,0.590105266237323,0.63371712309919,9.93053538819997,1.53302412586677e-23,2.27967401490662e-22,"maternal",FALSE
"4948","Hippocampus","Mouse 3","Slide-seq","Taf3",359,301,0.411705095398972,0.356558890653713,0.469161438099381,-3.05831801231805,0.00111291614573214,0.00322401481392508,"low_bias",FALSE
"4949","Hippocampus","Mouse 3","Slide-seq","Taf9b",178,165,0.993859013560172,0.9909380391257,0.995842410087114,25.9492126670855,9.27943276962543e-149,8.21935843909539e-147,"maternal",TRUE
"4950","Hippocampus","Mouse 3","Slide-seq","Tagap1",503,432,0.308398977195161,0.265919948888296,0.354387838853956,-7.77270810208342,3.84128211302546e-15,3.7044506436739e-14,"paternal",FALSE
"4951","Hippocampus","Mouse 3","Slide-seq","Taldo1",5607,4441,0.443460139085456,0.428976205993334,0.45804083278009,-7.7126135567155,6.16334558836619e-15,5.88805430241455e-14,"low_bias",FALSE
"4952","Hippocampus","Mouse 3","Slide-seq","Tamm41",351,298,0.310644436306638,0.260112199480564,0.366135673388348,-6.42111371689216,6.76404595560721e-11,4.88221527832092e-10,"paternal",FALSE
"4953","Hippocampus","Mouse 3","Slide-seq","Tanc2",492,436,0.668619344847624,0.622515749490965,0.711699877453706,6.96006428988425,1.70058745265475e-12,1.37754345444171e-11,"maternal",FALSE
"4954","Hippocampus","Mouse 3","Slide-seq","Tapbp",259,228,0.589461502740524,0.523254218806317,0.65257910922759,2.69296155737833,0.00354102171349629,0.0091258020060978,"low_bias",FALSE
"4955","Hippocampus","Mouse 3","Slide-seq","Tapbpl",340,301,0.347639611130381,0.295238573659064,0.404009573294222,-5.23120269807331,8.42053592091937e-08,4.5382901600246e-07,"paternal",FALSE
"4956","Hippocampus","Mouse 3","Slide-seq","Tarsl2",723,615,0.588216546718883,0.548248337642697,0.627054074555655,4.37538171433449,6.06100812838349e-06,2.58727895433196e-05,"low_bias",FALSE
"4957","Hippocampus","Mouse 3","Slide-seq","Tatdn3",276,237,0.380010201668861,0.319536704132452,0.444453194666102,-3.67500587950558,0.000118921968673975,0.000419158790105634,"paternal",FALSE
"4958","Hippocampus","Mouse 3","Slide-seq","Tax1bp1",6388,4896,0.479322728978231,0.465411296145199,0.493266303786852,-2.9651191960349,0.00151282836807323,0.00426133369216342,"low_bias",FALSE
"4959","Hippocampus","Mouse 3","Slide-seq","Tax1bp3",384,375,0.420035180641369,0.370153344437997,0.471605850374026,-3.08839229343555,0.00100621313251487,0.00293472828091041,"low_bias",FALSE
"4960","Hippocampus","Mouse 3","Slide-seq","Taz",176,166,0.993974491615433,0.962227807440726,0.999064731627614,5.46640599051732,2.29625905500824e-08,1.30946221408412e-07,"maternal",TRUE
"4961","Hippocampus","Mouse 3","Slide-seq","Tbc1d10b",975,849,0.570492171616479,0.536510014776685,0.60382263640755,4.12709340212039,1.83688603016066e-05,7.29505527568851e-05,"low_bias",FALSE
"4962","Hippocampus","Mouse 3","Slide-seq","Tbc1d12",651,598,0.702170271101157,0.663576709717681,0.738083974078366,9.61605017915175,3.42038382258993e-22,4.74025642351792e-21,"maternal",FALSE
"4963","Hippocampus","Mouse 3","Slide-seq","Tbc1d19",381,337,0.399220034141727,0.347323212160128,0.453483453357968,-3.68029908584937,0.00011648027567071,0.000411799464833239,"paternal",FALSE
"4964","Hippocampus","Mouse 3","Slide-seq","Tbc1d22a",299,275,0.609037523596053,0.548992932773299,0.665952250925576,3.5940808250128,0.000162769389008265,0.00055919382421094,"maternal",FALSE
"4965","Hippocampus","Mouse 3","Slide-seq","Tbc1d23",333,305,0.397999942824087,0.343170772085376,0.455514068935036,-3.51591287577807,0.000219122384957727,0.000735128989304453,"paternal",FALSE
"4966","Hippocampus","Mouse 3","Slide-seq","Tbc1d24",1438,1168,0.596888384801742,0.568546566476211,0.624597736881434,6.73310735001585,8.30387177732703e-12,6.40406142028992e-11,"low_bias",FALSE
"4967","Hippocampus","Mouse 3","Slide-seq","Tbc1d4",224,185,0.368543695069482,0.30096224490711,0.441711474190996,-3.53964600549674,0.00020033203583198,0.000677388282155522,"paternal",FALSE
"4968","Hippocampus","Mouse 3","Slide-seq","Tbc1d7",1073,880,0.603807756722537,0.570617295277885,0.636068933772182,6.15180820031726,3.83022431417683e-10,2.56050024087178e-09,"maternal",FALSE
"4969","Hippocampus","Mouse 3","Slide-seq","Tbcb",4540,3689,0.268497345594637,0.254320345946277,0.283164531572259,-27.2940659176736,2.49426071289348e-164,2.47874762797183e-162,"paternal",FALSE
"4970","Hippocampus","Mouse 3","Slide-seq","Tbccd1",260,216,0.3228116132322,0.262712739305281,0.389397671499003,-5.09133630729022,1.77774373957266e-07,9.23316362892133e-07,"paternal",FALSE
"4971","Hippocampus","Mouse 3","Slide-seq","Tbl1x",395,350,0.975498543698886,0.954094283651776,0.987058107409851,11.3352951173637,4.38679276554403e-30,8.53173609699721e-29,"maternal",TRUE
"4972","Hippocampus","Mouse 3","Slide-seq","Tbl2",394,327,0.616194976512912,0.561283995100036,0.668294807655167,4.17018568068546,1.52175780835142e-05,6.10275806114946e-05,"maternal",FALSE
"4973","Hippocampus","Mouse 3","Slide-seq","Tcaf1",5062,3947,0.521185762076348,0.505726199310205,0.536604851374587,2.74023370560878,0.00306977555609308,0.00802589493536903,"low_bias",FALSE
"4974","Hippocampus","Mouse 3","Slide-seq","Tcea1",399,377,0.412337517560263,0.362792917236816,0.463724203812053,-3.39131109142579,0.000347795485893653,0.00111846306809289,"low_bias",FALSE
"4975","Hippocampus","Mouse 3","Slide-seq","Tceal1",703,645,0.998450164018337,0.992941032116445,0.999661191905197,8.50118768918797,9.38303327570914e-18,1.04742928991444e-16,"maternal",TRUE
"4976","Hippocampus","Mouse 3","Slide-seq","Tceal3",8640,5998,0.999421440825881,0.998588798385635,0.999762921104235,16.7047147253353,6.0552897719287e-63,2.25317608910717e-61,"maternal",TRUE
"4977","Hippocampus","Mouse 3","Slide-seq","Tceal5",5274,4162,0.996325738225866,0.994046966957242,0.997734203186865,23.1117088200326,1.76536476982493e-118,1.18892210820689e-116,"maternal",TRUE
"4978","Hippocampus","Mouse 3","Slide-seq","Tceal6",8398,5792,0.999481544172178,0.99925436878128,0.999639529808585,41.6065006627681,0,0,"maternal",TRUE
"4979","Hippocampus","Mouse 3","Slide-seq","Tceal8",1702,1508,0.991377139998617,0.985312924236556,0.994950305515324,17.6157198540035,9.33001221408655e-70,3.8206165594267e-68,"maternal",TRUE
"4980","Hippocampus","Mouse 3","Slide-seq","Tceal9",2511,2089,0.29427473419312,0.276158755033163,0.313065127495055,-19.6821130011033,1.53467427491653e-86,7.71979053474987e-85,"paternal",FALSE
"4981","Hippocampus","Mouse 3","Slide-seq","Tcf19",158,128,0.734451845070859,0.649403312037243,0.805062203784973,5.07508520864201,1.93661197343223e-07,1.00136110225249e-06,"maternal",FALSE
"4982","Hippocampus","Mouse 3","Slide-seq","Tcf4",10727,6943,0.524006170176515,0.51366737300708,0.534324432486642,4.64071063357892,1.73606526352633e-06,7.95233042859814e-06,"low_bias",FALSE
"4983","Hippocampus","Mouse 3","Slide-seq","Tcf7l2",2863,2324,0.471405190460819,0.451550041184649,0.491351232611537,-2.86598421188929,0.00207857488874504,0.00566877736559014,"low_bias",FALSE
"4984","Hippocampus","Mouse 3","Slide-seq","Tcp1",710,668,0.0574259176977743,0.0419086724561751,0.078219564202978,-16.8901449468614,2.65861092688272e-64,1.01238413285828e-62,"paternal",FALSE
"4985","Hippocampus","Mouse 3","Slide-seq","Tdg",916,793,0.735010836079353,0.702952722960396,0.764766925261586,12.8489837058481,4.35738091326072e-38,1.04436167829887e-36,"maternal",FALSE
"4986","Hippocampus","Mouse 3","Slide-seq","Tdrd3",224,205,0.375655844205957,0.310755361142484,0.445352573854036,-3.52110400430285,0.000214877011389839,0.00072237325322434,"paternal",FALSE
"4987","Hippocampus","Mouse 3","Slide-seq","Tdrd5",244,212,0.783013948848614,0.721392855984222,0.83413951881095,7.73231205065936,5.28053382430441e-15,5.0565299805237e-14,"maternal",FALSE
"4988","Hippocampus","Mouse 3","Slide-seq","Tdrkh",250,217,0.279188176193646,0.222653147004997,0.343730706436651,-6.28599633064351,1.62878819099968e-10,1.13154262305681e-09,"paternal",FALSE
"4989","Hippocampus","Mouse 3","Slide-seq","Tecpr1",1697,1433,0.424099786009562,0.398409940676016,0.450206472844947,-5.76591199817824,4.06087165266409e-09,2.46403894992998e-08,"low_bias",FALSE
"4990","Hippocampus","Mouse 3","Slide-seq","Ten1",2277,1838,0.417041111264214,0.394409228406729,0.440028034423755,-7.13504662402336,4.83771790283536e-13,4.09797954160139e-12,"low_bias",FALSE
"4991","Hippocampus","Mouse 3","Slide-seq","Tenm2",420,382,0.575388343747336,0.524501002457972,0.624726255776181,2.95324064811111,0.00157228359379607,0.00440818902676952,"low_bias",FALSE
"4992","Hippocampus","Mouse 3","Slide-seq","Tenm3",148,133,0.00751796157201615,0.00101642892458348,0.053383877943777,-4.86460103784921,5.73439546116816e-07,2.77821573204871e-06,"paternal",FALSE
"4993","Hippocampus","Mouse 3","Slide-seq","Terf1",1087,952,0.781396747833827,0.753730388807526,0.806751898715613,16.4134931458371,7.65678116938831e-61,2.81059052924979e-59,"maternal",FALSE
"4994","Hippocampus","Mouse 3","Slide-seq","Terf2",900,749,0.433875193889175,0.398318439727719,0.470125943303594,-3.63419771894675,0.000139423484111266,0.000483679000435381,"low_bias",FALSE
"4995","Hippocampus","Mouse 3","Slide-seq","Terf2ip",1185,1005,0.380644400205431,0.35073743075311,0.411485296105074,-7.54836067121394,2.20385447861654e-14,2.0178887804771e-13,"paternal",FALSE
"4996","Hippocampus","Mouse 3","Slide-seq","Tex2",1605,1336,0.553614069669903,0.526741965842298,0.580176460109864,3.97885929732396,3.46233520439959e-05,0.000132711992383124,"low_bias",FALSE
"4997","Hippocampus","Mouse 3","Slide-seq","Tex261",355,309,0.387429464491996,0.333731285791288,0.444009894029318,-3.92862749559983,4.27160269266193e-05,0.000161753207911255,"paternal",FALSE
"4998","Hippocampus","Mouse 3","Slide-seq","Tfb2m",619,553,0.432167369833582,0.390699561509595,0.47460812822492,-3.18645693347578,0.000720134643583958,0.00216465407988405,"low_bias",FALSE
"4999","Hippocampus","Mouse 3","Slide-seq","Tfdp2",393,351,0.605225897508942,0.55211481851838,0.655963413297607,3.91883464282516,4.44890646911065e-05,0.000167988365090404,"maternal",FALSE
"5000","Hippocampus","Mouse 3","Slide-seq","Tgfb2",726,614,0.356383366244644,0.319414393160228,0.395146868181253,-7.14885531259385,4.37522503630502e-13,3.7216815053079e-12,"paternal",FALSE
"5001","Hippocampus","Mouse 3","Slide-seq","Tgfbr3",212,178,0.363678485230976,0.29542736672517,0.437897557896999,-3.61234216582625,0.00015172190177537,0.000522782992628958,"paternal",FALSE
"5002","Hippocampus","Mouse 3","Slide-seq","Thap12",407,351,0.166402956276753,0.130422499011694,0.209913420571125,-11.2724141554563,8.97887495568227e-30,1.72162004738482e-28,"paternal",FALSE
"5003","Hippocampus","Mouse 3","Slide-seq","Thbs4",221,192,0.857750269718267,0.80024718113977,0.900752847210145,8.78834811963796,7.58875228033032e-19,9.09422681358996e-18,"maternal",FALSE
"5004","Hippocampus","Mouse 3","Slide-seq","Thg1l",221,190,0.278995100762466,0.218745137756656,0.348438670597596,-5.86910193116215,2.19081003767219e-09,1.36803915685752e-08,"paternal",FALSE
"5005","Hippocampus","Mouse 3","Slide-seq","Thnsl1",293,257,0.280148547451095,0.227643714722807,0.339441163425942,-6.79087004904705,5.57296455071791e-12,4.37511952612209e-11,"paternal",FALSE
