gene_id	gene_name
291	1700063H04Rik
292	1700063H06Rik
293	1700063K16Rik
294	1700063O14Rik
295	1700064H15Rik
296	1700064M15Rik
297	1700065D16Rik
298	1700065J11Rik
299	1700065J18Rik
300	1700065L07Rik
301	1700065O20Rik
302	1700066B17Rik
303	1700066B19Rik
304	1700066J03Rik
305	1700066M21Rik
306	1700066O22Rik
307	1700067K01Rik
308	1700067P10Rik
309	1700069B07Rik
310	1700069L16Rik
311	1700069P05Rik
312	1700071M16Rik
313	1700073E17Rik
314	1700074P13Rik
315	1700080N15Rik
316	1700081H04Rik
317	1700082M22Rik
318	1700083H02Rik
319	1700084C06Rik
320	1700084E18Rik
321	1700084F23Rik
322	1700084J12Rik
323	1700086D15Rik
324	1700086L19Rik
325	1700086O06Rik
326	1700086P04Rik
327	1700088E04Rik
328	1700092E19Rik
329	1700092K14Rik
330	1700092M07Rik
331	1700093K21Rik
332	1700094D03Rik
333	1700094M23Rik
334	1700095A21Rik
335	1700095J03Rik
336	1700095J07Rik
337	1700095K22Rik
338	1700096K18Rik
339	1700097M23Rik
340	1700097N02Rik
341	1700099I09Rik
342	1700100L14Rik
343	1700101I11Rik
344	1700102P08Rik
345	1700104B16Rik
346	1700105P06Rik
347	1700108F19Rik
348	1700108J01Rik
349	1700108N11Rik
350	1700109G14Rik
351	1700109G15Rik
352	1700109H08Rik
353	1700109K24Rik
354	1700110I01Rik
355	1700110I07Rik
356	1700110K17Rik
357	1700111E14Rik
358	1700111N16Rik
359	1700112D23Rik
360	1700112H15Rik
361	1700112J05Rik
362	1700112J16Rik
363	1700112K13Rik
364	1700113A16Rik
365	1700113B19Rik
366	1700113H08Rik
367	1700116B05Rik
368	1700119H24Rik
369	1700120C14Rik
370	1700120C18Rik
371	1700120E14Rik
372	1700121L03Rik
373	1700121N20Rik
374	1700122E12Rik
375	1700122H20Rik
376	1700123J17Rik
377	1700123L14Rik
378	1700123M08Rik
379	1700123O20Rik
380	1700124L16Rik
381	1700125G02Rik
382	1700125G22Rik
383	1700125H20Rik
384	1700126A01Rik
385	1700129C05Rik
386	1810006J02Rik
387	1810008I18Rik
388	1810009A15Rik
389	1810010H24Rik
390	1810010K12Rik
391	1810012K16Rik
392	1810013D15Rik
393	1810013L24Rik
394	1810014B01Rik
395	1810017P11Rik
396	1810018F18Rik
397	1810019N24Rik
398	1810020O05Rik
399	1810021B22Rik
400	1810024B03Rik
401	1810026B05Rik
402	1810030O07Rik
403	1810034E14Rik
404	1810037I17Rik
405	1810041H14Rik
406	1810044D09Rik
407	1810046K07Rik
408	1810049I09Rik
409	1810053B23Rik
410	1810055G02Rik
411	1810058I24Rik
412	1810059C17Rik
413	1810059H22Rik
414	1810062G17Rik
415	1810062O18Rik
416	1810063I02Rik
417	1810064F22Rik
418	2010001A14Rik
419	2010001K21Rik
420	2010003K11Rik
421	2010007H06Rik
422	2010008C14Rik
423	2010010A06Rik
424	2010016I18Rik
425	2010106E10Rik
426	2010109A12Rik
427	2010109P13Rik
428	2010110E17Rik
429	2010110K18Rik
430	2010204K13Rik
431	2010300C02Rik
432	2010308F09Rik
433	2010310C07Rik
434	2010315B03Rik
435	2010320M18Rik
436	2010320O07Rik
437	2200002A13Rik
438	2200002D01Rik
439	2200002J24Rik
440	2210010C04Rik
441	2210011K15Rik
442	2210016F16Rik
443	2210016L21Rik
444	2210017I01Rik
445	2210406H18Rik
446	2210406O10Rik
447	2210407C18Rik
448	2210408F21Rik
449	2210408I21Rik
450	2210411M09Rik
451	2210412B16Rik
452	2210414B05Rik
453	2210417A02Rik
454	2210418O10Rik
455	2300009A05Rik
456	2310001H17Rik
457	2310001K24Rik
458	2310002F09Rik
459	2310002L09Rik
460	2310003L06Rik
461	2310005A03Rik
462	2310008N11Rik
463	2310009A05Rik
464	2310009B15Rik
465	2310010J17Rik
466	2310011J03Rik
467	2310014F06Rik
468	2310015A10Rik
469	2310015D24Rik
470	2310015K22Rik
471	2310016D03Rik
472	2310016G11Rik
473	2310020H05Rik
474	2310022A10Rik
475	2310022B05Rik
476	2310026I22Rik
477	2310026L22Rik
478	2310030G06Rik
479	2310033P09Rik
480	2310034G01Rik
481	2310034O05Rik
482	2310039H08Rik
483	2310039L15Rik
484	2310040G07Rik
485	2310040G24Rik
486	2310043L19Rik
487	2310043M15Rik
488	2310043O21Rik
489	2310043P16Rik
490	2310047D07Rik
491	2310050C09Rik
492	2310057J18Rik
493	2310057M21Rik
494	2310057N15Rik
495	2310058D17Rik
496	2310061I04Rik
497	2310065F04Rik
498	2310068J16Rik
499	2310069B03Rik
500	2310074N15Rik
501	2310075C17Rik
502	2310081O03Rik
503	2400006E01Rik
504	2410002F23Rik
505	2410003L11Rik
506	2410004B18Rik
507	2410004I01Rik
508	2410004P03Rik
509	2410006H16Rik
510	2410018L13Rik
511	2410021H03Rik
512	2410022M11Rik
513	2410024N13Rik
514	2410080I02Rik
515	2410124H12Rik
516	2410131K14Rik
517	2410137M14Rik
518	2410141K09Rik
519	2410152P15Rik
520	2500002B13Rik
521	2500004C02Rik
522	2510002D24Rik
523	2510009E07Rik
524	2510016D11Rik
525	2510017J16Rik
526	2510039O18Rik
527	2510046G10Rik
528	2600006K01Rik
529	2600014E21Rik
530	2610001A08Rik
531	2610001J05Rik
532	2610002M06Rik
533	2610005L07Rik
534	2610008E11Rik
535	2610011E03Rik
536	2610012C04Rik
537	2610016A17Rik
538	2610017A05Rik
539	2610020C07Rik
540	2610021A01Rik
541	2610024D14Rik
542	2610027K06Rik
543	2610028E06Rik
544	2610028H24Rik
545	2610034O05Rik
546	2610035D17Rik
547	2610035F20Rik
548	2610037D02Rik
549	2610042L04Rik
550	2610044O15Rik8
551	2610105M22Rik
552	2610203C22Rik
553	2610204G07Rik
554	2610206C17Rik
555	2610300A13Rik
556	2610300M13Rik
557	2610301B20Rik
558	2610306M01Rik
559	2610306O10Rik
560	2610307P16Rik
561	2610316D01Rik
562	2610318N02Rik
563	2610507B11Rik
564	2610507I01Rik
565	2610509F24Rik
566	2610528A11Rik
567	2610528J11Rik
568	2700029L08Rik
569	2700033N17Rik
570	2700038G22Rik
571	2700046A07Rik
572	2700046G09Rik
573	2700049A03Rik
574	2700054A10Rik
575	2700062C07Rik
576	2700068H02Rik
577	2700069I18Rik
578	2700078F05Rik
579	2700080J24Rik
580	2700081O15Rik
581	2700089I24Rik
582	2700097O09Rik
583	2700099C18Rik
584	2810001G20Rik
585	2810002D19Rik
586	2810004N23Rik
587	2810006K23Rik
588	2810013P06Rik
589	2810021J22Rik
590	2810025M15Rik
591	2810029C07Rik
592	2810030D12Rik
593	2810032G03Rik
594	2810039B14Rik
595	2810049E08Rik
596	2810402E24Rik
597	2810403D21Rik
598	2810404F17Rik
599	2810404M03Rik
600	2810405F15Rik
601	2810405F17Rik
602	2810407A14Rik
603	2810408A11Rik
604	2810408I11Rik
605	2810410L24Rik
606	2810414N06Rik
607	2810428J06Rik
608	2810429I04Rik
609	2810430I11Rik
610	2810432F15Rik
611	2810433D01Rik
612	2810442N19Rik
613	2810454H06Rik
614	2810455O05Rik
615	2810459M11Rik
616	2810471M01Rik
617	2900002M20Rik
618	2900005J15Rik
619	2900009J06Rik
620	2900018N21Rik
621	2900022M07Rik
622	2900026A02Rik
623	2900027M19Rik
624	2900035J10Rik
625	2900041M22Rik
626	2900042K21Rik
627	2900052L18Rik
628	2900052N01Rik
629	2900060B14Rik
630	2900064F13Rik
631	2900064K03Rik
632	2900069G24Rik
633	2900072N19Rik
634	2900076A07Rik
635	2900076G11Rik
636	2900079G21Rik
637	2900089D17Rik
638	2900092N22Rik
639	2900092O11Rik
640	2900093K20Rik
641	2900097C17Rik
642	3000002C10Rik
643	3010001F23Rik
644	3010003L21Rik
645	3100003L05Rik
646	3110001I22Rik
647	3110004A20Rik
648	3110009E18Rik
649	3110009M11Rik
650	3110018I06Rik
651	3110021N24Rik
652	3110031N09Rik
653	3110039M20Rik
654	3110040N11Rik
655	3110045C21Rik
656	3110053B16Rik
657	3110056K07Rik
658	3110062G12Rik
659	3110067C02Rik
660	3110070M22Rik
661	3110080O07Rik
662	3110082I17Rik
663	3110082J24Rik
664	3110083C13Rik
665	3110099E03Rik
666	3222401L13Rik
667	3300002A11Rik
668	3300002I08Rik
669	3300002P13Rik
670	3300005D01Rik
671	3425401B19Rik
672	3632454L22Rik
673	3830403N18Rik
674	3830406C13Rik
675	3830408C21Rik
676	3830417A13Rik
677	3830432H09Rik
678	3930402G23Rik
679	4430402I18Rik
680	4631405J19Rik
681	4632404H12Rik
682	4632404M16Rik
683	4632411P08Rik
684	4632415L05Rik
685	4632427E13Rik
686	4632428C04Rik
687	4632432E15Rik
688	4632433K11Rik
689	4633401B06Rik
690	4731419I09Rik
691	4732414G09Rik
692	4732416N19Rik
693	4732419C18Rik
694	4732440D04Rik
695	4732463B04Rik
696	4732465J04Rik
697	4732471J01Rik
698	4732487G21Rik
699	4732490B19Rik
700	4732491K20Rik
701	4732496C06Rik
702	4833403J16Rik
703	4833404L02Rik
704	4833407H14Rik
705	4833411C07Rik
706	4833412C05Rik
707	4833412K13Rik
708	4833413E03Rik
709	4833413G10Rik
710	4833417C18Rik
711	4833418N02Rik
712	4833420G17Rik
713	4833421G17Rik
714	4833421K07Rik
715	4833422C13Rik
716	4833422M21Rik
717	4833427F10Rik
718	4833427G06Rik
719	4833428L15Rik
720	4833439L19Rik
721	4833445I07Rik
722	4921504A21Rik
723	4921504E06Rik
724	4921507G05Rik
725	4921507P07Rik
726	4921508D12Rik
727	4921508M14Rik
728	4921511C10Rik
729	4921511E07Rik
730	4921513H07Rik
731	4921513I03Rik
732	4921513I08Rik
733	4921514A10Rik
734	4921515E04Rik
735	4921517D22Rik
736	4921518K17Rik
737	4921521D15Rik
738	4921522P10Rik
739	4921523L03Rik
740	4921524J17Rik
741	4921527H02Rik
742	4921528I07Rik
743	4921529L05Rik
744	4921531C22Rik
745	4921534H16Rik
746	4921536K21Rik
747	4921539E11Rik
748	4921539H07Rik
749	4922502N22Rik
750	4930401O12Rik
751	4930402C01Rik
752	4930402F06Rik
753	4930402F11Rik
754	4930402H05Rik
755	4930402H24Rik
756	4930402K13Rik
757	4930403P22Rik
758	4930404H24Rik
759	4930404I05Rik
760	4930404I20Rik
761	4930404N11Rik
762	4930405A21Rik
763	4930405D11Rik
764	4930405H06Rik
765	4930405N21Rik
766	4930405O22Rik
767	4930406D18Rik
768	4930407G08Rik
769	4930407I10Rik
770	4930408K08Rik
771	4930408O17Rik
772	4930412B13Rik
773	4930412C18Rik
774	4930412F09Rik
775	4930412L05Rik
776	4930412M03Rik
777	4930412O13Rik
778	4930413E15Rik
779	4930413G21Rik
780	4930415L06Rik
781	4930415O20Rik
782	4930417H01Rik
783	4930417O13Rik
784	4930417O22Rik
785	4930419G24Rik
786	4930420N18Rik
787	4930421C12Rik
788	4930423C22Rik
789	4930423M02Rik
790	4930425K10Rik
791	4930425L21Rik
792	4930425O10Rik
793	4930426D05Rik
794	4930426I24Rik
795	4930426L09Rik
796	4930428O21Rik
797	4930429D17Rik
798	4930429F24Rik
799	4930429H19Rik
800	4930429P21Rik
801	4930430E12Rik
802	4930430F08Rik
803	4930430O22Rik
804	4930431F12Rik
805	4930431L21Rik
806	4930431P03Rik
807	4930431P19Rik
808	4930432B10Rik
809	4930432E11Rik
810	4930432H08Rik
811	4930432K21Rik
812	4930432L08Rik
813	4930433I11Rik
814	4930433J02Rik
815	4930434B07Rik
816	4930434O05Rik
817	4930435N07Rik
818	4930438E09Rik
819	4930439D14Rik
820	4930440C22Rik
821	4930441J16Rik
822	4930442H23Rik
823	4930442L01Rik
824	4930442P19Rik
825	4930443G03Rik
826	4930443O20Rik
827	4930444A19Rik
828	4930444E06Rik
829	4930444G20Rik
830	4930444P10Rik
831	4930445B16Rik
832	4930445N18Rik
833	4930447A16Rik
834	4930447C04Rik
835	4930447F24Rik
836	4930447M23Rik
837	4930447N08Rik
838	4930448A20Rik
839	4930448D08Rik
840	4930448E22Rik
841	4930448I06Rik
842	4930448I18Rik
843	4930448K20Rik
844	4930449A18Rik
845	4930449E01Rik
846	4930449I04Rik
847	4930451G09Rik
848	4930451I11Rik
849	4930452B06Rik
850	4930452N14Rik
851	4930453H23Rik
852	4930453N24Rik
853	4930453O03Rik
854	4930455B14Rik
855	4930455G09Rik
856	4930455H04Rik
857	4930456G14Rik
858	4930456L15Rik
859	4930458A03Rik
860	4930458D05Rik
861	4930459L07Rik
862	4930461C15Rik
863	4930465K10Rik
864	4930465M20Rik
865	4930467D21Rik
866	4930467K11Rik
867	4930469K13Rik
868	4930470B04Rik
869	4930470G03Rik
870	4930470P17Rik
871	4930471C04Rik
872	4930471D02Rik
873	4930471M09Rik
874	4930473A02Rik
875	4930473D10Rik
876	4930474B08Rik
877	4930474N05Rik
878	4930477E14Rik
879	4930477O15Rik
880	4930478K11Rik
881	4930478M09Rik
882	4930478P22Rik
883	4930479D17Rik
884	4930480C01Rik
885	4930480E11Rik
886	4930480G23Rik
887	4930480K15Rik
888	4930481A15Rik
889	4930481B07Rik
890	4930483J18Rik
891	4930483K19Rik
892	4930486L24Rik
893	4930487D11Rik
894	4930488B22Rik
895	4930488L21Rik
896	4930488N24Rik
897	4930500F04Rik
898	4930500F10Rik
899	4930500L23Rik
900	4930500M09Rik
901	4930502E18Rik
902	4930503B20Rik
903	4930503L19Rik
904	4930504D19Rik
905	4930505A04Rik
906	4930505M18Rik
907	4930505N22Rik
908	4930505O20Rik
909	4930506C21Rik
910	4930507D05Rik
911	4930507D10Rik
912	4930509E16Rik
913	4930509G22Rik
914	4930509H03Rik
915	4930509J09Rik
916	4930509K18Rik
917	4930510E17Rik
918	4930511A02Rik
919	4930511M06Rik
920	4930512B01Rik
921	4930512H18Rik
922	4930512P04Rik
923	4930513N10Rik
924	4930513N20Rik
925	4930513O06Rik
926	4930515B02Rik
927	4930515G01Rik
928	4930515G13Rik
929	4930515G16Rik
930	4930516B21Rik
931	4930516K23Rik
932	4930517E11Rik
933	4930517G19Rik
934	4930517J16Rik
935	4930517L18Rik
936	4930518C09Rik
937	4930518I15Rik
938	4930518I17Rik
939	4930518J20Rik
940	4930519A11Rik
941	4930519E07Rik
942	4930519F16Rik
943	4930519G04Rik
944	4930519H02Rik
945	4930519L02Rik
946	4930520O04Rik
947	4930522L14Rik
948	4930522O17Rik
949	4930523C07Rik
950	4930524B15Rik
951	4930524B17Rik
952	4930524O07Rik
953	4930524O08Rik
954	4930525G20Rik
955	4930526A20Rik
956	4930526F13Rik
957	4930526L06Rik
958	4930527A07Rik
959	4930527B05Rik
960	4930528D03Rik
961	4930528G23Rik
962	4930528H21Rik
963	4930528J11Rik
964	4930528P14Rik
965	4930529C04Rik
966	4930532G15Rik
967	4930533B01Rik
968	4930533D04Rik
969	4930533I22Rik
970	4930533K18Rik
971	4930533L02Rik
972	4930533N22Rik
973	4930534D22Rik
974	4930537H20Rik
975	4930538E20Rik
976	4930539C22Rik
977	4930539E08Rik
978	4930539J05Rik
979	4930539M17Rik
980	4930540M05Rik
981	4930542C12Rik
982	4930544G11Rik
983	4930544I03Rik
984	4930544L04Rik
985	4930545L23Rik
986	4930547E08Rik
987	4930547M16Rik
988	4930548G14Rik
989	4930548H24Rik
990	4930550C14Rik
991	4930550L24Rik
992	4930551O13Rik
993	4930553P18Rik
994	4930554C24Rik
995	4930554G24Rik
996	4930554H23Rik
997	4930555A03Rik
998	4930555B11Rik
999	4930555F03Rik
1000	4930555O08Rik
1001	4930556G01Rik
1002	4930556I23Rik
1003	4930556J24Rik
1004	4930556L07Rik
1005	4930556M19Rik
1006	4930556N13Rik
1007	4930557F10Rik
1008	4930557J02Rik
1009	4930558J18Rik
1010	4930558J22Rik
1011	4930558K02Rik
1012	4930558N11Rik
1013	4930562A09Rik
1014	4930562C15Rik
1015	4930562D21Rik
1016	4930562F07Rik
1017	4930562F17Rik
1018	4930563E18Rik
1019	4930563E22Rik
1020	4930563F08Rik
1021	4930563I02Rik
1022	4930563M21Rik
1023	4930564D02Rik
1024	4930565N06Rik
1025	4930566N20Rik
1026	4930567K12Rik
1027	4930568A12Rik
1028	4930568A13Rik
1029	4930568D16Rik
1030	4930568G15Rik
1031	4930570D08Rik
1032	4930570G19Rik
1033	4930571K23Rik
1034	4930571N24Rik
1035	4930572K03Rik
1036	4930573C15Rik
1037	4930573H18Rik
1038	4930577N17Rik
1039	4930578I07Rik
1040	4930578M01Rik
1041	4930579C12Rik
1042	4930579F01Rik
1043	4930579G18Rik
1044	4930579G24Rik
1045	4930579K19Rik
1046	4930580E04Rik
1047	4930581F22Rik
1048	4930583K01Rik
1049	4930583P06Rik
1050	4930587A21Rik
1051	4930588G17Rik
1052	4930588K23Rik
1053	4930589L23Rik
1054	4930589O11Rik
1055	4930589P08Rik
1056	4930590J08Rik
1057	4930590L14Rik
1058	4930592C13Rik
1059	4930593A02Rik
1060	4930593C16Rik
1061	4930594C11Rik
1062	4930594M17Rik
1063	4930594M22Rik
1064	4930594O21Rik
1065	4930595M18Rik
1066	4930595O18Rik
1067	4930596D02Rik
1068	4930597A21Rik
1069	4930597O21Rik
1070	4930598N05Rik
1071	4930599N23Rik
1072	4930599N24Rik
1073	4931403E22Rik
1074	4931406B18Rik
1075	4931406C07Rik
1076	4931406G06Rik
1077	4931406P16Rik
1078	4931412I15Rik
1079	4931413I07Rik
1080	4931413K12Rik
1081	4931414P19Rik
1082	4931415C17Rik
1083	4931417E11Rik
1084	4931419H13Rik
1085	4931422A03Rik
1086	4931428F04Rik
1087	4931428L18Rik
1088	4931429L15Rik
1089	4931429P17Rik
1090	4931431B13Rik
1091	4931440P22Rik
1092	4932411K12Rik
1093	4932411N23Rik
1094	4932412D23Rik
1095	4932413F04Rik
1096	4932414J04Rik
1097	4932414N04Rik
1098	4932415D10Rik
1099	4932415M13Rik
1100	4932416K20Rik
1101	4932422M17Rik
1102	4932429P05Rik
1103	4932431P20Rik
1104	4932435O22Rik
1105	4932438A13Rik
1106	4932438H23Rik
1107	4932441J04Rik
1108	4932442E05Rik
1109	4932443L11Rik
1110	4932702P03Rik
1111	4933400C23Rik
1112	4933400F21Rik
1113	4933401H06Rik
1114	4933401J01Rik
1115	4933402C05Rik
1116	4933402D24Rik
1117	4933402E13Rik
1118	4933402J07Rik
1119	4933402J10Rik
1120	4933403L11Rik
1121	4933404K08Rik
1122	4933404O12Rik
1123	4933405D12Rik
1124	4933405E24Rik
1125	4933405L10Rik
1126	4933406C10Rik
1127	4933406F09Rik
1128	4933406G16Rik
1129	4933406I18Rik
1130	4933406J10Rik
1131	4933406K04Rik
1132	4933406L23Rik
1133	4933406P04Rik
1134	4933407E24Rik
1135	4933407I08Rik
1136	4933407K13Rik
1137	4933407L21Rik
1138	4933408J17Rik
1139	4933408N05Rik
1140	4933409D19Rik
1141	4933409G03Rik
1142	4933411E06Rik
1143	4933411G06Rik
1144	4933411O13Rik
1145	4933412A08Rik
1146	4933412E24Rik
1147	4933412L11Rik
1148	4933413C19Rik
1149	4933413J09Rik
1150	4933413L06Rik
1151	4933414I15Rik
1152	4933415A04Rik
1153	4933416E03Rik
1154	4933416E14Rik
1155	4933416I08Rik
1156	4933416M07Rik
1157	4933417A18Rik
1158	4933417C20Rik
1159	4933417D19Rik
1160	4933417G07Rik
1161	4933417O13Rik
1162	4933421A08Rik
1163	4933421I07Rik
1164	4933421O10Rik
1165	4933423L19Rik
1166	4933423P22Rik
1167	4933424G06Rik
1168	4933424H11Rik
1169	4933424L21Rik
1170	4933424M12Rik
1171	4933424N20Rik
1172	4933425D22Rik
1173	4933425M03Rik
1174	4933426K07Rik
1175	4933427D06Rik
1176	4933427D14Rik
1177	4933427E11Rik
1178	4933427G23Rik
1179	4933427I04Rik
1180	4933427I22Rik
1181	4933427J07Rik
1182	4933428C19Rik
1183	4933428G20Rik
1184	4933428M09Rik
1185	4933428P19Rik
1186	4933429H19Rik
1187	4933430H16Rik
1188	4933430I17Rik
1189	4933430N04Rik
1190	4933431C10Rik
1191	4933431E20Rik
1192	4933431G14Rik
1193	4933431K14Rik
1194	4933431K23Rik
1195	4933431M02Rik
1196	4933432K03Rik
1197	4933433G15Rik
1198	4933434E20Rik
1199	4933434M16Rik
1200	4933435F18Rik
1201	4933435G04Rik
1202	4933436E23Rik
1203	4933436F18Rik
1204	4933436H12Rik
1205	4933436I20Rik
1206	4933438A12Rik
1207	4933438B17Rik
1208	4933438K21Rik
1209	4933439C10Rik
1210	4933439J24Rik
1211	4933439K11Rik
1212	4933439N06Rik
1213	4933440J02Rik
1214	4933440M02Rik
1215	4933440N22Rik
1216	5031410I06Rik
1217	5031415H12Rik
1218	5031425E22Rik
1219	5031425F14Rik
1220	5031434C07Rik
1221	5031434O11Rik
1222	5031439G07Rik
1223	5033403F01Rik
1224	5033403H07Rik
1225	5033404E19Rik
1226	5033417F24Rik
1227	5033423K11Rik
1228	5033426O07Rik
1229	5033428I22Rik
1230	5033430I15Rik
1231	5330406M23Rik
1232	5330411J11Rik
1233	5330411O13Rik
1234	5330413P13Rik
1235	5330416C01Rik
1236	5330417C22Rik
1237	5330425B07Rik
1238	5330426L24Rik
1239	5330429C05Rik
1240	5330434G04Rik
1241	5330437M03Rik
1242	5330438D12Rik
1243	5330438I03Rik
1244	5330439A09Rik
1245	5330439B14Rik
1246	5330439K02Rik
1247	5430400D12Rik
