cell_type	overdispersion	add_count	gene	seed
Oligodendrocytes	0.5	25	Ckb	6448
Oligodendrocytes	0.5	25	Ckb	6449
Oligodendrocytes	0.5	25	Ckb	6450
Fibroblast	0.75	25	Ckb	6451
Fibroblast	0.75	25	Ckb	6452
Fibroblast	0.75	25	Ckb	6453
Fibroblast	0.75	25	Ckb	6454
Fibroblast	0.75	25	Ckb	6455
Granule	0.75	25	Ckb	6456
Granule	0.75	25	Ckb	6457
Granule	0.75	25	Ckb	6458
Granule	0.75	25	Ckb	6459
Granule	0.75	25	Ckb	6460
MLI2	0.75	25	Ckb	6461
MLI2	0.75	25	Ckb	6462
MLI2	0.75	25	Ckb	6463
MLI2	0.75	25	Ckb	6464
MLI2	0.75	25	Ckb	6465
Purkinje	0.75	25	Ckb	6466
Purkinje	0.75	25	Ckb	6467
Purkinje	0.75	25	Ckb	6468
Purkinje	0.75	25	Ckb	6469
Purkinje	0.75	25	Ckb	6470
Bergmann	0.75	25	Ckb	6471
Bergmann	0.75	25	Ckb	6472
Bergmann	0.75	25	Ckb	6473
Bergmann	0.75	25	Ckb	6474
Bergmann	0.75	25	Ckb	6475
Oligodendrocytes	0.75	25	Ckb	6476
Oligodendrocytes	0.75	25	Ckb	6477
Oligodendrocytes	0.75	25	Ckb	6478
Oligodendrocytes	0.75	25	Ckb	6479
Oligodendrocytes	0.75	25	Ckb	6480
Fibroblast	0.25	0	Eif3f	6481
Fibroblast	0.25	0	Eif3f	6482
Fibroblast	0.25	0	Eif3f	6483
Fibroblast	0.25	0	Eif3f	6484
Fibroblast	0.25	0	Eif3f	6485
Granule	0.25	0	Eif3f	6486
Granule	0.25	0	Eif3f	6487
Granule	0.25	0	Eif3f	6488
Granule	0.25	0	Eif3f	6489
Granule	0.25	0	Eif3f	6490
MLI2	0.25	0	Eif3f	6491
MLI2	0.25	0	Eif3f	6492
MLI2	0.25	0	Eif3f	6493
MLI2	0.25	0	Eif3f	6494
MLI2	0.25	0	Eif3f	6495
Purkinje	0.25	0	Eif3f	6496
Purkinje	0.25	0	Eif3f	6497
Purkinje	0.25	0	Eif3f	6498
Purkinje	0.25	0	Eif3f	6499
Purkinje	0.25	0	Eif3f	6500
Bergmann	0.25	0	Eif3f	6501
Bergmann	0.25	0	Eif3f	6502
Bergmann	0.25	0	Eif3f	6503
Bergmann	0.25	0	Eif3f	6504
Bergmann	0.25	0	Eif3f	6505
Oligodendrocytes	0.25	0	Eif3f	6506
Oligodendrocytes	0.25	0	Eif3f	6507
Oligodendrocytes	0.25	0	Eif3f	6508
Oligodendrocytes	0.25	0	Eif3f	6509
Oligodendrocytes	0.25	0	Eif3f	6510
Fibroblast	0.5	0	Eif3f	6511
Fibroblast	0.5	0	Eif3f	6512
Fibroblast	0.5	0	Eif3f	6513
Fibroblast	0.5	0	Eif3f	6514
Fibroblast	0.5	0	Eif3f	6515
Granule	0.5	0	Eif3f	6516
Granule	0.5	0	Eif3f	6517
Granule	0.5	0	Eif3f	6518
Granule	0.5	0	Eif3f	6519
Granule	0.5	0	Eif3f	6520
MLI2	0.5	0	Eif3f	6521
MLI2	0.5	0	Eif3f	6522
MLI2	0.5	0	Eif3f	6523
MLI2	0.5	0	Eif3f	6524
MLI2	0.5	0	Eif3f	6525
Purkinje	0.5	0	Eif3f	6526
Purkinje	0.5	0	Eif3f	6527
Purkinje	0.5	0	Eif3f	6528
Purkinje	0.5	0	Eif3f	6529
Purkinje	0.5	0	Eif3f	6530
Bergmann	0.5	0	Eif3f	6531
Bergmann	0.5	0	Eif3f	6532
Bergmann	0.5	0	Eif3f	6533
Bergmann	0.5	0	Eif3f	6534
Bergmann	0.5	0	Eif3f	6535
Oligodendrocytes	0.5	0	Eif3f	6536
Oligodendrocytes	0.5	0	Eif3f	6537
Oligodendrocytes	0.5	0	Eif3f	6538
Oligodendrocytes	0.5	0	Eif3f	6539
Oligodendrocytes	0.5	0	Eif3f	6540
Fibroblast	0.75	0	Eif3f	6541
Fibroblast	0.75	0	Eif3f	6542
Fibroblast	0.75	0	Eif3f	6543
Fibroblast	0.75	0	Eif3f	6544
Fibroblast	0.75	0	Eif3f	6545
Granule	0.75	0	Eif3f	6546
Granule	0.75	0	Eif3f	6547
Granule	0.75	0	Eif3f	6548
Granule	0.75	0	Eif3f	6549
Granule	0.75	0	Eif3f	6550
MLI2	0.75	0	Eif3f	6551
MLI2	0.75	0	Eif3f	6552
MLI2	0.75	0	Eif3f	6553
MLI2	0.75	0	Eif3f	6554
MLI2	0.75	0	Eif3f	6555
Purkinje	0.75	0	Eif3f	6556
Purkinje	0.75	0	Eif3f	6557
Purkinje	0.75	0	Eif3f	6558
Purkinje	0.75	0	Eif3f	6559
Purkinje	0.75	0	Eif3f	6560
Bergmann	0.75	0	Eif3f	6561
Bergmann	0.75	0	Eif3f	6562
Bergmann	0.75	0	Eif3f	6563
Bergmann	0.75	0	Eif3f	6564
Bergmann	0.75	0	Eif3f	6565
Oligodendrocytes	0.75	0	Eif3f	6566
Oligodendrocytes	0.75	0	Eif3f	6567
Oligodendrocytes	0.75	0	Eif3f	6568
Oligodendrocytes	0.75	0	Eif3f	6569
Oligodendrocytes	0.75	0	Eif3f	6570
Fibroblast	0.25	1	Eif3f	6571
Fibroblast	0.25	1	Eif3f	6572
Fibroblast	0.25	1	Eif3f	6573
Fibroblast	0.25	1	Eif3f	6574
Fibroblast	0.25	1	Eif3f	6575
Granule	0.25	1	Eif3f	6576
Granule	0.25	1	Eif3f	6577
Granule	0.25	1	Eif3f	6578
Granule	0.25	1	Eif3f	6579
Granule	0.25	1	Eif3f	6580
MLI2	0.25	1	Eif3f	6581
MLI2	0.25	1	Eif3f	6582
MLI2	0.25	1	Eif3f	6583
MLI2	0.25	1	Eif3f	6584
MLI2	0.25	1	Eif3f	6585
Purkinje	0.25	1	Eif3f	6586
Purkinje	0.25	1	Eif3f	6587
Purkinje	0.25	1	Eif3f	6588
Purkinje	0.25	1	Eif3f	6589
Purkinje	0.25	1	Eif3f	6590
Bergmann	0.25	1	Eif3f	6591
Bergmann	0.25	1	Eif3f	6592
Bergmann	0.25	1	Eif3f	6593
Bergmann	0.25	1	Eif3f	6594
Bergmann	0.25	1	Eif3f	6595
Oligodendrocytes	0.25	1	Eif3f	6596
Oligodendrocytes	0.25	1	Eif3f	6597
Oligodendrocytes	0.25	1	Eif3f	6598
Oligodendrocytes	0.25	1	Eif3f	6599
Oligodendrocytes	0.25	1	Eif3f	6600
Fibroblast	0.5	1	Eif3f	6601
Fibroblast	0.5	1	Eif3f	6602
Fibroblast	0.5	1	Eif3f	6603
Fibroblast	0.5	1	Eif3f	6604
Fibroblast	0.5	1	Eif3f	6605
Granule	0.5	1	Eif3f	6606
Granule	0.5	1	Eif3f	6607
Granule	0.5	1	Eif3f	6608
Granule	0.5	1	Eif3f	6609
Granule	0.5	1	Eif3f	6610
MLI2	0.5	1	Eif3f	6611
MLI2	0.5	1	Eif3f	6612
MLI2	0.5	1	Eif3f	6613
MLI2	0.5	1	Eif3f	6614
MLI2	0.5	1	Eif3f	6615
Purkinje	0.5	1	Eif3f	6616
Purkinje	0.5	1	Eif3f	6617
Purkinje	0.5	1	Eif3f	6618
Purkinje	0.5	1	Eif3f	6619
Purkinje	0.5	1	Eif3f	6620
Bergmann	0.5	1	Eif3f	6621
Bergmann	0.5	1	Eif3f	6622
Bergmann	0.5	1	Eif3f	6623
Bergmann	0.5	1	Eif3f	6624
Bergmann	0.5	1	Eif3f	6625
Oligodendrocytes	0.5	1	Eif3f	6626
Oligodendrocytes	0.5	1	Eif3f	6627
Oligodendrocytes	0.5	1	Eif3f	6628
Oligodendrocytes	0.5	1	Eif3f	6629
Oligodendrocytes	0.5	1	Eif3f	6630
Fibroblast	0.75	1	Eif3f	6631
Fibroblast	0.75	1	Eif3f	6632
Fibroblast	0.75	1	Eif3f	6633
Fibroblast	0.75	1	Eif3f	6634
Fibroblast	0.75	1	Eif3f	6635
Granule	0.75	1	Eif3f	6636
Granule	0.75	1	Eif3f	6637
Granule	0.75	1	Eif3f	6638
Granule	0.75	1	Eif3f	6639
Granule	0.75	1	Eif3f	6640
MLI2	0.75	1	Eif3f	6641
MLI2	0.75	1	Eif3f	6642
MLI2	0.75	1	Eif3f	6643
MLI2	0.75	1	Eif3f	6644
MLI2	0.75	1	Eif3f	6645
Purkinje	0.75	1	Eif3f	6646
Purkinje	0.75	1	Eif3f	6647
Purkinje	0.75	1	Eif3f	6648
Purkinje	0.75	1	Eif3f	6649
Purkinje	0.75	1	Eif3f	6650
Bergmann	0.75	1	Eif3f	6651
Bergmann	0.75	1	Eif3f	6652
Bergmann	0.75	1	Eif3f	6653
Bergmann	0.75	1	Eif3f	6654
Bergmann	0.75	1	Eif3f	6655
Oligodendrocytes	0.75	1	Eif3f	6656
Oligodendrocytes	0.75	1	Eif3f	6657
Oligodendrocytes	0.75	1	Eif3f	6658
Oligodendrocytes	0.75	1	Eif3f	6659
Oligodendrocytes	0.75	1	Eif3f	6660
Fibroblast	0.25	5	Eif3f	6661
Fibroblast	0.25	5	Eif3f	6662
Fibroblast	0.25	5	Eif3f	6663
Fibroblast	0.25	5	Eif3f	6664
Fibroblast	0.25	5	Eif3f	6665
Granule	0.25	5	Eif3f	6666
Granule	0.25	5	Eif3f	6667
Granule	0.25	5	Eif3f	6668
Granule	0.25	5	Eif3f	6669
Granule	0.25	5	Eif3f	6670
MLI2	0.25	5	Eif3f	6671
MLI2	0.25	5	Eif3f	6672
MLI2	0.25	5	Eif3f	6673
MLI2	0.25	5	Eif3f	6674
MLI2	0.25	5	Eif3f	6675
Purkinje	0.25	5	Eif3f	6676
Purkinje	0.25	5	Eif3f	6677
Purkinje	0.25	5	Eif3f	6678
Purkinje	0.25	5	Eif3f	6679
Purkinje	0.25	5	Eif3f	6680
Bergmann	0.25	5	Eif3f	6681
Bergmann	0.25	5	Eif3f	6682
Bergmann	0.25	5	Eif3f	6683
Bergmann	0.25	5	Eif3f	6684
Bergmann	0.25	5	Eif3f	6685
Oligodendrocytes	0.25	5	Eif3f	6686
Oligodendrocytes	0.25	5	Eif3f	6687
Oligodendrocytes	0.25	5	Eif3f	6688
Oligodendrocytes	0.25	5	Eif3f	6689
Oligodendrocytes	0.25	5	Eif3f	6690
Fibroblast	0.5	5	Eif3f	6691
Fibroblast	0.5	5	Eif3f	6692
Fibroblast	0.5	5	Eif3f	6693
Fibroblast	0.5	5	Eif3f	6694
Fibroblast	0.5	5	Eif3f	6695
Granule	0.5	5	Eif3f	6696
Granule	0.5	5	Eif3f	6697
Granule	0.5	5	Eif3f	6698
Granule	0.5	5	Eif3f	6699
Granule	0.5	5	Eif3f	6700
MLI2	0.5	5	Eif3f	6701
MLI2	0.5	5	Eif3f	6702
MLI2	0.5	5	Eif3f	6703
MLI2	0.5	5	Eif3f	6704
MLI2	0.5	5	Eif3f	6705
Purkinje	0.5	5	Eif3f	6706
Purkinje	0.5	5	Eif3f	6707
Purkinje	0.5	5	Eif3f	6708
Purkinje	0.5	5	Eif3f	6709
Purkinje	0.5	5	Eif3f	6710
Bergmann	0.5	5	Eif3f	6711
Bergmann	0.5	5	Eif3f	6712
Bergmann	0.5	5	Eif3f	6713
Bergmann	0.5	5	Eif3f	6714
Bergmann	0.5	5	Eif3f	6715
Oligodendrocytes	0.5	5	Eif3f	6716
Oligodendrocytes	0.5	5	Eif3f	6717
Oligodendrocytes	0.5	5	Eif3f	6718
Oligodendrocytes	0.5	5	Eif3f	6719
Oligodendrocytes	0.5	5	Eif3f	6720
Fibroblast	0.75	5	Eif3f	6721
Fibroblast	0.75	5	Eif3f	6722
Fibroblast	0.75	5	Eif3f	6723
Fibroblast	0.75	5	Eif3f	6724
Fibroblast	0.75	5	Eif3f	6725
Granule	0.75	5	Eif3f	6726
Granule	0.75	5	Eif3f	6727
Granule	0.75	5	Eif3f	6728
Granule	0.75	5	Eif3f	6729
Granule	0.75	5	Eif3f	6730
MLI2	0.75	5	Eif3f	6731
MLI2	0.75	5	Eif3f	6732
MLI2	0.75	5	Eif3f	6733
MLI2	0.75	5	Eif3f	6734
MLI2	0.75	5	Eif3f	6735
Purkinje	0.75	5	Eif3f	6736
Purkinje	0.75	5	Eif3f	6737
Purkinje	0.75	5	Eif3f	6738
Purkinje	0.75	5	Eif3f	6739
Purkinje	0.75	5	Eif3f	6740
Bergmann	0.75	5	Eif3f	6741
Bergmann	0.75	5	Eif3f	6742
Bergmann	0.75	5	Eif3f	6743
Bergmann	0.75	5	Eif3f	6744
Bergmann	0.75	5	Eif3f	6745
Oligodendrocytes	0.75	5	Eif3f	6746
Oligodendrocytes	0.75	5	Eif3f	6747
Oligodendrocytes	0.75	5	Eif3f	6748
Oligodendrocytes	0.75	5	Eif3f	6749
Oligodendrocytes	0.75	5	Eif3f	6750
Fibroblast	0.25	25	Eif3f	6751
Fibroblast	0.25	25	Eif3f	6752
Fibroblast	0.25	25	Eif3f	6753
Fibroblast	0.25	25	Eif3f	6754
Fibroblast	0.25	25	Eif3f	6755
Granule	0.25	25	Eif3f	6756
Granule	0.25	25	Eif3f	6757
Granule	0.25	25	Eif3f	6758
Granule	0.25	25	Eif3f	6759
Granule	0.25	25	Eif3f	6760
MLI2	0.25	25	Eif3f	6761
MLI2	0.25	25	Eif3f	6762
MLI2	0.25	25	Eif3f	6763
MLI2	0.25	25	Eif3f	6764
MLI2	0.25	25	Eif3f	6765
Purkinje	0.25	25	Eif3f	6766
Purkinje	0.25	25	Eif3f	6767
Purkinje	0.25	25	Eif3f	6768
Purkinje	0.25	25	Eif3f	6769
Purkinje	0.25	25	Eif3f	6770
Bergmann	0.25	25	Eif3f	6771
Bergmann	0.25	25	Eif3f	6772
Bergmann	0.25	25	Eif3f	6773
Bergmann	0.25	25	Eif3f	6774
Bergmann	0.25	25	Eif3f	6775
Oligodendrocytes	0.25	25	Eif3f	6776
Oligodendrocytes	0.25	25	Eif3f	6777
Oligodendrocytes	0.25	25	Eif3f	6778
Oligodendrocytes	0.25	25	Eif3f	6779
Oligodendrocytes	0.25	25	Eif3f	6780
Fibroblast	0.5	25	Eif3f	6781
Fibroblast	0.5	25	Eif3f	6782
Fibroblast	0.5	25	Eif3f	6783
Fibroblast	0.5	25	Eif3f	6784
Fibroblast	0.5	25	Eif3f	6785
Granule	0.5	25	Eif3f	6786
Granule	0.5	25	Eif3f	6787
Granule	0.5	25	Eif3f	6788
Granule	0.5	25	Eif3f	6789
Granule	0.5	25	Eif3f	6790
MLI2	0.5	25	Eif3f	6791
MLI2	0.5	25	Eif3f	6792
MLI2	0.5	25	Eif3f	6793
MLI2	0.5	25	Eif3f	6794
MLI2	0.5	25	Eif3f	6795
Purkinje	0.5	25	Eif3f	6796
Purkinje	0.5	25	Eif3f	6797
Purkinje	0.5	25	Eif3f	6798
Purkinje	0.5	25	Eif3f	6799
Purkinje	0.5	25	Eif3f	6800
Bergmann	0.5	25	Eif3f	6801
Bergmann	0.5	25	Eif3f	6802
Bergmann	0.5	25	Eif3f	6803
Bergmann	0.5	25	Eif3f	6804
Bergmann	0.5	25	Eif3f	6805
Oligodendrocytes	0.5	25	Eif3f	6806
Oligodendrocytes	0.5	25	Eif3f	6807
Oligodendrocytes	0.5	25	Eif3f	6808
Oligodendrocytes	0.5	25	Eif3f	6809
Oligodendrocytes	0.5	25	Eif3f	6810
Fibroblast	0.75	25	Eif3f	6811
Fibroblast	0.75	25	Eif3f	6812
Fibroblast	0.75	25	Eif3f	6813
Fibroblast	0.75	25	Eif3f	6814
Fibroblast	0.75	25	Eif3f	6815
Granule	0.75	25	Eif3f	6816
Granule	0.75	25	Eif3f	6817
Granule	0.75	25	Eif3f	6818
Granule	0.75	25	Eif3f	6819
Granule	0.75	25	Eif3f	6820
MLI2	0.75	25	Eif3f	6821
MLI2	0.75	25	Eif3f	6822
MLI2	0.75	25	Eif3f	6823
MLI2	0.75	25	Eif3f	6824
MLI2	0.75	25	Eif3f	6825
Purkinje	0.75	25	Eif3f	6826
Purkinje	0.75	25	Eif3f	6827
Purkinje	0.75	25	Eif3f	6828
Purkinje	0.75	25	Eif3f	6829
Purkinje	0.75	25	Eif3f	6830
Bergmann	0.75	25	Eif3f	6831
Bergmann	0.75	25	Eif3f	6832
Bergmann	0.75	25	Eif3f	6833
Bergmann	0.75	25	Eif3f	6834
Bergmann	0.75	25	Eif3f	6835
Oligodendrocytes	0.75	25	Eif3f	6836
Oligodendrocytes	0.75	25	Eif3f	6837
Oligodendrocytes	0.75	25	Eif3f	6838
Oligodendrocytes	0.75	25	Eif3f	6839
Oligodendrocytes	0.75	25	Eif3f	6840
Fibroblast	0.25	0	Rps29	6841
Fibroblast	0.25	0	Rps29	6842
Fibroblast	0.25	0	Rps29	6843
Fibroblast	0.25	0	Rps29	6844
Fibroblast	0.25	0	Rps29	6845
Granule	0.25	0	Rps29	6846
Granule	0.25	0	Rps29	6847
Granule	0.25	0	Rps29	6848
Granule	0.25	0	Rps29	6849
Granule	0.25	0	Rps29	6850
MLI2	0.25	0	Rps29	6851
MLI2	0.25	0	Rps29	6852
MLI2	0.25	0	Rps29	6853
MLI2	0.25	0	Rps29	6854
MLI2	0.25	0	Rps29	6855
Purkinje	0.25	0	Rps29	6856
Purkinje	0.25	0	Rps29	6857
Purkinje	0.25	0	Rps29	6858
Purkinje	0.25	0	Rps29	6859
Purkinje	0.25	0	Rps29	6860
Bergmann	0.25	0	Rps29	6861
Bergmann	0.25	0	Rps29	6862
Bergmann	0.25	0	Rps29	6863
Bergmann	0.25	0	Rps29	6864
Bergmann	0.25	0	Rps29	6865
Oligodendrocytes	0.25	0	Rps29	6866
Oligodendrocytes	0.25	0	Rps29	6867
Oligodendrocytes	0.25	0	Rps29	6868
Oligodendrocytes	0.25	0	Rps29	6869
Oligodendrocytes	0.25	0	Rps29	6870
Fibroblast	0.5	0	Rps29	6871
Fibroblast	0.5	0	Rps29	6872
Fibroblast	0.5	0	Rps29	6873
Fibroblast	0.5	0	Rps29	6874
Fibroblast	0.5	0	Rps29	6875
Granule	0.5	0	Rps29	6876
Granule	0.5	0	Rps29	6877
Granule	0.5	0	Rps29	6878
Granule	0.5	0	Rps29	6879
Granule	0.5	0	Rps29	6880
MLI2	0.5	0	Rps29	6881
MLI2	0.5	0	Rps29	6882
MLI2	0.5	0	Rps29	6883
MLI2	0.5	0	Rps29	6884
MLI2	0.5	0	Rps29	6885
Purkinje	0.5	0	Rps29	6886
Purkinje	0.5	0	Rps29	6887
Purkinje	0.5	0	Rps29	6888
Purkinje	0.5	0	Rps29	6889
Purkinje	0.5	0	Rps29	6890
Bergmann	0.5	0	Rps29	6891
Bergmann	0.5	0	Rps29	6892
Bergmann	0.5	0	Rps29	6893
Bergmann	0.5	0	Rps29	6894
Bergmann	0.5	0	Rps29	6895
Oligodendrocytes	0.5	0	Rps29	6896
Oligodendrocytes	0.5	0	Rps29	6897
Oligodendrocytes	0.5	0	Rps29	6898
Oligodendrocytes	0.5	0	Rps29	6899
Oligodendrocytes	0.5	0	Rps29	6900
Fibroblast	0.75	0	Rps29	6901
Fibroblast	0.75	0	Rps29	6902
Fibroblast	0.75	0	Rps29	6903
Fibroblast	0.75	0	Rps29	6904
Fibroblast	0.75	0	Rps29	6905
Granule	0.75	0	Rps29	6906
Granule	0.75	0	Rps29	6907
Granule	0.75	0	Rps29	6908
Granule	0.75	0	Rps29	6909
Granule	0.75	0	Rps29	6910
MLI2	0.75	0	Rps29	6911
MLI2	0.75	0	Rps29	6912
MLI2	0.75	0	Rps29	6913
MLI2	0.75	0	Rps29	6914
MLI2	0.75	0	Rps29	6915
Purkinje	0.75	0	Rps29	6916
Purkinje	0.75	0	Rps29	6917
Purkinje	0.75	0	Rps29	6918
Purkinje	0.75	0	Rps29	6919
Purkinje	0.75	0	Rps29	6920
Bergmann	0.75	0	Rps29	6921
Bergmann	0.75	0	Rps29	6922
Bergmann	0.75	0	Rps29	6923
Bergmann	0.75	0	Rps29	6924
Bergmann	0.75	0	Rps29	6925
Oligodendrocytes	0.75	0	Rps29	6926
Oligodendrocytes	0.75	0	Rps29	6927
Oligodendrocytes	0.75	0	Rps29	6928
Oligodendrocytes	0.75	0	Rps29	6929
Oligodendrocytes	0.75	0	Rps29	6930
Fibroblast	0.25	1	Rps29	6931
Fibroblast	0.25	1	Rps29	6932
Fibroblast	0.25	1	Rps29	6933
Fibroblast	0.25	1	Rps29	6934
Fibroblast	0.25	1	Rps29	6935
Granule	0.25	1	Rps29	6936
Granule	0.25	1	Rps29	6937
Granule	0.25	1	Rps29	6938
Granule	0.25	1	Rps29	6939
Granule	0.25	1	Rps29	6940
MLI2	0.25	1	Rps29	6941
MLI2	0.25	1	Rps29	6942
MLI2	0.25	1	Rps29	6943
MLI2	0.25	1	Rps29	6944
MLI2	0.25	1	Rps29	6945
Purkinje	0.25	1	Rps29	6946
Purkinje	0.25	1	Rps29	6947
Purkinje	0.25	1	Rps29	6948
Purkinje	0.25	1	Rps29	6949
Purkinje	0.25	1	Rps29	6950
Bergmann	0.25	1	Rps29	6951
Bergmann	0.25	1	Rps29	6952
Bergmann	0.25	1	Rps29	6953
Bergmann	0.25	1	Rps29	6954
Bergmann	0.25	1	Rps29	6955
Oligodendrocytes	0.25	1	Rps29	6956
Oligodendrocytes	0.25	1	Rps29	6957
Oligodendrocytes	0.25	1	Rps29	6958
Oligodendrocytes	0.25	1	Rps29	6959
Oligodendrocytes	0.25	1	Rps29	6960
Fibroblast	0.5	1	Rps29	6961
Fibroblast	0.5	1	Rps29	6962
Fibroblast	0.5	1	Rps29	6963
Fibroblast	0.5	1	Rps29	6964
Fibroblast	0.5	1	Rps29	6965
Granule	0.5	1	Rps29	6966
Granule	0.5	1	Rps29	6967
Granule	0.5	1	Rps29	6968
Granule	0.5	1	Rps29	6969
Granule	0.5	1	Rps29	6970
MLI2	0.5	1	Rps29	6971
MLI2	0.5	1	Rps29	6972
MLI2	0.5	1	Rps29	6973
MLI2	0.5	1	Rps29	6974
MLI2	0.5	1	Rps29	6975
Purkinje	0.5	1	Rps29	6976
Purkinje	0.5	1	Rps29	6977
Purkinje	0.5	1	Rps29	6978
Purkinje	0.5	1	Rps29	6979
Purkinje	0.5	1	Rps29	6980
Bergmann	0.5	1	Rps29	6981
Bergmann	0.5	1	Rps29	6982
Bergmann	0.5	1	Rps29	6983
Bergmann	0.5	1	Rps29	6984
Bergmann	0.5	1	Rps29	6985
Oligodendrocytes	0.5	1	Rps29	6986
Oligodendrocytes	0.5	1	Rps29	6987
Oligodendrocytes	0.5	1	Rps29	6988
Oligodendrocytes	0.5	1	Rps29	6989
Oligodendrocytes	0.5	1	Rps29	6990
Fibroblast	0.75	1	Rps29	6991
Fibroblast	0.75	1	Rps29	6992
Fibroblast	0.75	1	Rps29	6993
Fibroblast	0.75	1	Rps29	6994
Fibroblast	0.75	1	Rps29	6995
Granule	0.75	1	Rps29	6996
Granule	0.75	1	Rps29	6997
Granule	0.75	1	Rps29	6998
Granule	0.75	1	Rps29	6999
Granule	0.75	1	Rps29	7000
MLI2	0.75	1	Rps29	7001
MLI2	0.75	1	Rps29	7002
MLI2	0.75	1	Rps29	7003
MLI2	0.75	1	Rps29	7004
MLI2	0.75	1	Rps29	7005
Purkinje	0.75	1	Rps29	7006
Purkinje	0.75	1	Rps29	7007
Purkinje	0.75	1	Rps29	7008
Purkinje	0.75	1	Rps29	7009
Purkinje	0.75	1	Rps29	7010
Bergmann	0.75	1	Rps29	7011
Bergmann	0.75	1	Rps29	7012
Bergmann	0.75	1	Rps29	7013
Bergmann	0.75	1	Rps29	7014
Bergmann	0.75	1	Rps29	7015
Oligodendrocytes	0.75	1	Rps29	7016
Oligodendrocytes	0.75	1	Rps29	7017
Oligodendrocytes	0.75	1	Rps29	7018
Oligodendrocytes	0.75	1	Rps29	7019
Oligodendrocytes	0.75	1	Rps29	7020
Fibroblast	0.25	5	Rps29	7021
Fibroblast	0.25	5	Rps29	7022
Fibroblast	0.25	5	Rps29	7023
Fibroblast	0.25	5	Rps29	7024
Fibroblast	0.25	5	Rps29	7025
Granule	0.25	5	Rps29	7026
Granule	0.25	5	Rps29	7027
Granule	0.25	5	Rps29	7028
Granule	0.25	5	Rps29	7029
Granule	0.25	5	Rps29	7030
MLI2	0.25	5	Rps29	7031
MLI2	0.25	5	Rps29	7032
MLI2	0.25	5	Rps29	7033
MLI2	0.25	5	Rps29	7034
MLI2	0.25	5	Rps29	7035
Purkinje	0.25	5	Rps29	7036
Purkinje	0.25	5	Rps29	7037
Purkinje	0.25	5	Rps29	7038
Purkinje	0.25	5	Rps29	7039
Purkinje	0.25	5	Rps29	7040
Bergmann	0.25	5	Rps29	7041
Bergmann	0.25	5	Rps29	7042
Bergmann	0.25	5	Rps29	7043
Bergmann	0.25	5	Rps29	7044
Bergmann	0.25	5	Rps29	7045
Oligodendrocytes	0.25	5	Rps29	7046
Oligodendrocytes	0.25	5	Rps29	7047
Oligodendrocytes	0.25	5	Rps29	7048
Oligodendrocytes	0.25	5	Rps29	7049
Oligodendrocytes	0.25	5	Rps29	7050
Fibroblast	0.5	5	Rps29	7051
Fibroblast	0.5	5	Rps29	7052
Fibroblast	0.5	5	Rps29	7053
Fibroblast	0.5	5	Rps29	7054
Fibroblast	0.5	5	Rps29	7055
Granule	0.5	5	Rps29	7056
Granule	0.5	5	Rps29	7057
Granule	0.5	5	Rps29	7058
Granule	0.5	5	Rps29	7059
Granule	0.5	5	Rps29	7060
MLI2	0.5	5	Rps29	7061
MLI2	0.5	5	Rps29	7062
MLI2	0.5	5	Rps29	7063
MLI2	0.5	5	Rps29	7064
MLI2	0.5	5	Rps29	7065
Purkinje	0.5	5	Rps29	7066
Purkinje	0.5	5	Rps29	7067
Purkinje	0.5	5	Rps29	7068
Purkinje	0.5	5	Rps29	7069
Purkinje	0.5	5	Rps29	7070
Bergmann	0.5	5	Rps29	7071
Bergmann	0.5	5	Rps29	7072
Bergmann	0.5	5	Rps29	7073
Bergmann	0.5	5	Rps29	7074
Bergmann	0.5	5	Rps29	7075
Oligodendrocytes	0.5	5	Rps29	7076
Oligodendrocytes	0.5	5	Rps29	7077
Oligodendrocytes	0.5	5	Rps29	7078
Oligodendrocytes	0.5	5	Rps29	7079
Oligodendrocytes	0.5	5	Rps29	7080
Fibroblast	0.75	5	Rps29	7081
Fibroblast	0.75	5	Rps29	7082
Fibroblast	0.75	5	Rps29	7083
Fibroblast	0.75	5	Rps29	7084
Fibroblast	0.75	5	Rps29	7085
Granule	0.75	5	Rps29	7086
Granule	0.75	5	Rps29	7087
Granule	0.75	5	Rps29	7088
Granule	0.75	5	Rps29	7089
Granule	0.75	5	Rps29	7090
MLI2	0.75	5	Rps29	7091
MLI2	0.75	5	Rps29	7092
MLI2	0.75	5	Rps29	7093
MLI2	0.75	5	Rps29	7094
MLI2	0.75	5	Rps29	7095
Purkinje	0.75	5	Rps29	7096
Purkinje	0.75	5	Rps29	7097
Purkinje	0.75	5	Rps29	7098
Purkinje	0.75	5	Rps29	7099
Purkinje	0.75	5	Rps29	7100
Bergmann	0.75	5	Rps29	7101
Bergmann	0.75	5	Rps29	7102
Bergmann	0.75	5	Rps29	7103
Bergmann	0.75	5	Rps29	7104
Bergmann	0.75	5	Rps29	7105
Oligodendrocytes	0.75	5	Rps29	7106
Oligodendrocytes	0.75	5	Rps29	7107
Oligodendrocytes	0.75	5	Rps29	7108
Oligodendrocytes	0.75	5	Rps29	7109
Oligodendrocytes	0.75	5	Rps29	7110
Fibroblast	0.25	25	Rps29	7111
Fibroblast	0.25	25	Rps29	7112
Fibroblast	0.25	25	Rps29	7113
Fibroblast	0.25	25	Rps29	7114
Fibroblast	0.25	25	Rps29	7115
Granule	0.25	25	Rps29	7116
