1,61,0.0074,0,657.9068,137930.3841,5,0.2868
2,64,0.0078,0,1942.5541,406997.2554,5,0.0028
4001,91,0.0111,0,4202.174,204553.1754,5,0.2174
35001,1090,0.1333,0,1196.5592,11910.6201,5,-0.0839
3,67,0.0082,0,831.8886,410521.5841,5,0.5013
4002,83,0.0101,0,330.697,209690.8494,5,0.5055
3001,8515,1.0398,1,197.1584,1.8034,0,0.9993
1001,206951,25.2626,25,25.8553,0.1482,0,0.9994
31001,259,0.0317,0,6998.1736,7228.0029,5,0.9097
5001,204575,25.0245,25,75.6413,1.0357,0,0.9997
35002,1140,0.1385,0,1590.9208,7646.1821,5,0.4132
4,70,0.0086,0,663.6367,604440.5585,5,0.2719
2001,41288,5.0567,5,82.6414,1.5406,1,0.9992
34001,13719,1.6775,1,8.5495,0.8719,2,0.9784
4003,85,0.0104,0,4150.7909,47499.6024,5,0.9194
30001,8742,1.0649,1,147.948,3.6166,2,0.9994
31002,260,0.0316,0,13084.4667,8501.5513,5,-0.1449
5,60,0.0073,0,328.2751,204875.0284,5,0.9413
4004,70,0.0086,0,427.8021,407583.6537,5,0.3288
33001,45438,5.5446,5,109.5578,1.6227,1,0.9996
35003,1102,0.134,0,864.7949,232956.9217,5,0.7698
3002,8516,1.0389,1,57.8914,0.6618,0,0.9991
32001,205404,25.0371,25,39.3503,0.5392,1,0.9997
6,58,0.007,0,105.7052,57.9314,5,0.8748
31003,287,0.0351,0,2661.5979,5547.2488,5,0.9817
4005,90,0.011,0,1556.2152,206833.7819,5,0.9464
29001,41058,5.0107,5,54.6957,0.7684,0,0.999
28001,205458,25.0681,25,12.0543,0.0751,0,0.9974
34002,13570,1.6401,1,45.4379,0.6503,0,0.9945
35004,1071,0.1313,0,1829.5227,24744.7959,5,0.5722
1002,208498,25.2511,25,47.0989,0.2297,0,0.9995
7,59,0.0072,0,1998.2695,5810.362,5,0.9604
5002,205448,25.0241,25,31.2723,1.3143,2,0.9951
30002,8665,1.0593,1,53.3574,0.4193,0,0.9949
31004,291,0.0357,0,6550.0593,10226.1884,5,0.8878
4006,97,0.0119,0,453.5407,270133.5531,5,0.204
2002,41406,5.0551,5,114.7291,2.0784,1,0.9996
35005,1067,0.13,0,14.3893,761241.4008,5,0.1742
3003,8479,1.039,1,49.0088,0.727,0,0.9986
8001,259,0.0315,0,1557.2002,16274.9974,5,0.8064
13001,421,0.0512,0,1375.4352,998.2087,5,0.9335
27001,139,0.017,0,4951.0193,16631.6509,5,0.801
4007,99,0.0121,0,13.8044,810552.5659,5,-0.0901
31005,283,0.0342,0,768.1296,46203.8847,5,0.953
17001,256,0.0313,0,4755.7739,209888.5044,5,0.6715
33002,45500,5.5508,5,82.2954,1.2881,0,0.9926
12001,8392,1.023,1,17.1812,0.2967,1,0.999
16001,9825,1.199,1,40.9773,0.6929,0,0.9916
35006,1078,0.1312,0,9775.5891,12830.3126,5,0.8919
34003,13295,1.6251,1,41.9519,0.6665,0,0.9998
9,69,0.0084,0,56.675,36.9536,5,0.7239
30003,8754,1.065,1,37.2738,0.4347,0,0.9969
32002,206092,25.0385,25,169.7775,1.3977,1,0.996
4008,86,0.0104,0,24.0887,809318.9807,5,0.2483
31006,248,0.0303,0,1764.7395,217255.449,5,0.931
8002,288,0.0351,0,6565.581,210209.1001,5,0.9474
27002,123,0.015,0,7674.9947,109509.6299,5,0.9268
13002,470,0.057,0,38.7015,33.3806,5,0.9699
29002,40968,5.0102,5,29.4242,0.7178,1,0.9971
17002,282,0.0343,0,2057.444,80341.8097,5,-0.4374
5003,204767,25.0235,25,51.8492,0.8314,0,0.9995
1003,207280,25.2534,25,10.4375,0.0944,0,0.9978
10,68,0.0083,0,91.3271,34.4241,5,0.9352
35007,1062,0.1297,0,499.8217,190.3778,5,0.8873
28002,204795,25.0667,25,33.9712,0.1764,0,0.9997
3004,8509,1.0367,1,190.6684,2.0499,1,0.9995
19001,204142,25.0143,25,76.4197,0.432,0,0.9998
4009,70,0.0086,0,13.0671,810215.9132,5,0.4014
2003,41231,5.0565,5,16.5524,0.5106,0,0.9987
31007,285,0.0345,0,41.2773,22.9835,5,0.4005
27003,117,0.0142,0,597.1873,222218.7087,5,0.826
8003,261,0.0318,0,1248.0348,135054.5456,5,0.7464
13003,443,0.054,0,2876.5091,7353.737,5,0.9708
11,84,0.0103,0,403.4824,420059.3929,5,0.794
34004,13706,1.6611,1,61.0982,0.7584,1,0.9948
17003,287,0.035,0,663.3714,277263.3032,5,0.8562
12002,8415,1.0286,1,91.9718,1.3622,1,0.9991
4010,100,0.0123,0,21.6343,806136.1411,5,0.1618
35008,1100,0.134,0,1445.3952,560.0879,5,0.9215
30004,8700,1.0607,1,103.4283,1.0491,0,0.9948
33003,45661,5.5623,5,190.7574,1.1052,0,0.9975
16002,9799,1.1944,1,137.3816,1.3982,1,0.9975
31008,270,0.033,0,7682.4948,49922.0826,5,0.8495
27004,131,0.0159,0,2392.4735,26572.4854,5,0.7248
8004,284,0.0345,0,2660.7934,205213.8566,5,0.921
12,65,0.0079,0,5.3001,1e+06,5,0.5623
13004,394,0.0479,0,3192.0648,23387.6697,5,0.6916
4011,82,0.01,0,20.416,809232.8182,5,-0.4787
32003,205689,25.0382,25,29.8587,0.4998,1,0.9958
3005,8490,1.039,1,37.3428,0.8488,2,0.9985
17004,277,0.0339,0,300.5563,277382.6364,5,0.7971
35009,1115,0.1365,0,9765.0667,9466.5983,5,0.8557
31009,268,0.0329,0,10939.9459,8750.5585,5,0.7364
5004,204825,25.0214,25,8.8241,0.3117,0,0.9974
13,67,0.0082,0,26.5565,810481.0887,5,-0.0827
29003,41026,5.0117,5,62.8935,1.325,1,0.9963
27005,132,0.0161,0,6928.8139,22567.4926,5,0.6062
8005,266,0.0324,0,5267.0705,408751.4184,5,0.1854
4012,82,0.0101,0,13.1645,719129.7454,5,0.4098
13005,443,0.0536,0,423.5888,175.235,5,0.7331
2004,41449,5.0578,5,10.0867,0.4914,2,0.9989
1004,207207,25.2445,25,34.8946,0.1583,0,0.9997
34005,13819,1.6738,1,28.4455,0.3306,0,0.9963
30005,8795,1.0657,1,31.6177,0.4267,0,0.9985
35010,1109,0.1352,0,3631.9865,10694.8629,5,0.7854
17005,265,0.0323,0,239.2261,284927.3826,5,0.7139
31010,274,0.0333,0,5109.8764,11411.6046,5,0.9169
12003,8350,1.0243,1,48.4882,0.5437,0,0.9989
14,77,0.0094,0,165.7999,608345.5398,5,0.1652
16003,9930,1.2123,1,3.8931,0.1559,0,0.9966
27006,136,0.0166,0,29.8695,30.651,5,0.6263
18001,47,0.0057,0,10.6105,732164.9633,5,0.4335
9001,250,0.0306,0,2511.8539,8230.0167,5,0.1275
4013,86,0.0105,0,644.3674,403297.6061,5,0.5489
8006,270,0.033,0,3235.2465,18564.5259,5,0.3979
28003,205795,25.0664,25,35.249,0.2204,0,0.9998
22001,878,0.107,0,53.8762,8.0916,5,0.9938
3006,8518,1.036,1,22.6813,0.1918,0,0.9982
7001,11676,1.4283,1,34.4964,0.8585,0,0.99
13006,445,0.0543,0,7272.169,3917.8788,5,0.8643
33004,45266,5.5405,5,62.4242,0.5443,1,0.998
21001,8952,1.0865,1,156.9163,1.2034,0,0.9996
19002,205204,25.0127,25,97.0623,0.2956,0,0.9979
17006,277,0.0339,0,3433.5971,9944.8093,5,0.6855
15,60,0.0073,0,24.8039,808244.9441,5,-0.5938
31011,283,0.0344,0,352.1558,414641.8185,5,0.5338
4014,84,0.0102,0,5.4984,808186.9917,5,0.5997
18002,43,0.0052,0,250.7274,409149.0651,5,0.5809
26001,9715,1.1866,1,17.5961,6.9661,5,0.991
27007,128,0.0155,0,132.7663,15.782,5,0.9907
9002,241,0.0293,0,19.5275,807364.7691,5,-0.298
8007,253,0.0308,0,2856.6481,2835.3937,5,0.8915
32004,206130,25.0401,25,40.1399,0.6245,0,0.9909
22002,894,0.1089,0,87.8758,6.8302,4,0.9779
13007,460,0.0556,0,3550.0761,1086.7292,5,0.4796
16,54,0.0066,0,124.6518,607353.4938,5,0.3061
5005,205145,25.0238,25,19.4294,0.4974,0,0.9985
30006,8764,1.0662,1,48.0723,0.1928,0,0.9999
35011,9325,1.1365,1,18.9371,0.2387,0,0.9976
34006,13618,1.6595,1,63.3277,5.475,4,0.9898
31012,266,0.0325,0,1677.3104,207316.5865,5,0.6417
17007,257,0.0313,0,1578.0896,10946.1157,5,0.7553
4015,88,0.0107,0,11.648,808561.0874,5,0.3585
14001,205832,25.1137,25,62.5324,1.229,0,0.9901
18003,49,0.0059,0,15.5714,807403.2962,5,-0.0134
2005,41367,5.054,5,29.5912,0.4384,0,0.9986
25001,9021,1.0997,1,59.3953,0.7724,1,0.9877
3007,8557,1.0391,1,23.0963,0.1324,0,0.999
12004,8399,1.0268,1,66.0951,0.4417,0,0.9976
27008,122,0.0148,0,62.9212,8.0167,5,0.9869
1005,207458,25.2566,25,49.765,0.2564,0,0.999
24001,41007,5.0186,5,69.4164,0.3626,0,0.9991
9003,234,0.0286,0,1951.2654,255087.377,5,0.6816
8008,272,0.0333,0,317.5245,719.7392,5,0.9661
16004,9857,1.2053,1,79.5334,1.3498,0,0.9989
29004,40949,5.0091,5,44.5004,0.6579,0,0.998
17,66,0.0081,0,489.5141,456024.2131,5,0.3609
15001,43641,5.339,5,78.1674,0.9595,2,0.9995
6001,41711,5.0848,5,283.4204,1.439,1,0.9994
31013,267,0.0326,0,285.8611,79636.161,5,0.6688
13008,468,0.0573,0,46.9921,17.7308,5,0.8934
22003,870,0.1063,0,42.3567,2.9584,1,0.9966
21002,8906,1.0836,1,9.3054,0.587,0,0.9952
4016,82,0.0099,0,86.5498,423812.0612,5,0.8283
7002,11633,1.4135,1,28.4176,0.6781,0,0.994
18004,51,0.0062,0,520.4371,404029.1206,5,0.9332
26002,10172,1.2363,1,98.2937,13.6274,5,0.9884
17008,284,0.0346,0,3651.5274,10493.5763,5,0.8236
20001,41275,5.025,5,24.1333,0.5548,2,0.998
27009,142,0.0173,0,22.589,7.7301,5,0.9193
11001,40783,5.0084,5,155.8025,2.4594,0,0.9991
23001,204871,25.0056,25,108.4842,2.4866,0,0.9995
9004,250,0.0307,0,1437.3719,210631.1246,5,0.7552
18,64,0.0078,0,493.7581,608593.7511,5,0.5327
33005,45725,5.5512,5,104.6338,0.5363,0,0.9988
4017,74,0.0091,0,17.3701,807874.8303,5,-0.3076
8009,276,0.0335,0,5164.5362,210725.9563,5,0.935
10001,209546,25.4705,25,19.2309,0.1261,0,0.9986
31014,262,0.0321,0,517.3344,230104.312,5,0.5196
13009,398,0.0482,0,723.4661,378.0757,5,0.8623
30007,8683,1.064,1,10.5071,0.8628,0,0.9962
18005,56,0.0068,0,17.3237,736003.4334,5,-0.1951
22004,801,0.0968,0,16.8669,2.1425,3,0.9944
35012,9232,1.1333,1,23.0395,0.2492,0,0.9968
3008,8577,1.0401,1,90.7384,5.012,2,0.9886
34007,13477,1.6413,1,64.0585,14.8575,5,0.965
28004,204840,25.0661,25,29.4341,0.179,0,0.9997
17009,299,0.0366,0,553.9286,251375.6155,5,0.1169
5006,205482,25.0222,25,105.6181,1.3122,0,0.9994
19,71,0.0087,0,290.8525,245003.0733,5,0.9111
27010,133,0.0162,0,47.1601,6.4501,5,0.9273
25002,9001,1.0959,1,9.6603,0.2381,1,0.9913
32005,205408,25.0406,25,18.1536,0.4131,0,0.999
19003,204743,25.0144,25,23.1609,0.158,1,0.9986
4018,85,0.0104,0,1493.669,407386.7104,5,0.674
31015,228,0.0279,0,304.3205,406241.0004,5,0.384
2006,41417,5.0613,5,44.1257,1.7851,2,0.9961
9005,260,0.0318,0,19.5258,810398.7424,5,-0.5079
13010,425,0.0522,0,64.119,26.7273,5,0.72
12005,8391,1.0265,1,209.483,1.7848,0,0.9994
8010,262,0.0321,0,4567.7709,16642.8662,5,0.6021
26003,10055,1.2271,1,446.489,1261.4329,5,0.8529
18006,48,0.0059,0,4487.1774,235666.1018,5,0.5971
16005,9799,1.1992,1,82.3627,0.7872,0,0.9958
